OG0012896.0	OG0000471.2	OG0004710.2
OG0004290.0	OG0000088.3	OG0012098.2
-1.247080178987195	-0.11434754870041268	-0.34538115503887357
OG0006017.0	OG0000088.3	OG0004090.26
-0.9751130006868205	-0.11434754870041268	-1.296190533473754
OG0000261.0	OG0005248.24	OG0006392.0
-0.7946074870103151	-2.324093762105477	-0.9539979534554796
OG0000188.1	OG0011968.0	OG0003040.0
-0.09449505685038438	-1.0244431791767878	-1.1933047464682418
OG0003726.42	OG0000000.2172	OG0000272.36
-1.3573446321104978	-2.879382638782058	-1.0174170530774094
OG0000183.0	OG0005854.2	OG0000323.172
-0.002310160687201116	-1.1759246437484379	-1.9907961726701602
OG0008698.0	OG0000018.1	OG0004503.8
-1.2563557832937404	-0.6106534638375021	-2.5071726120774884
OG0004949.2	OG0000223.2	OG0012201.0
-1.3793197587756991	-0.3170671972827844	-1.692921261460185
OG0007196.4	OG0007072.0	OG0000256.24
-1.8287931725818576	-0.8001235331634196	-0.250165425587271
OG0000257.0	OG0007803.0	OG0013502.0
0.0001442622910945383	-1.2922985273242986	-2.0150825945730797
OG0000869.2	OG0004207.12	OG0012157.2
-0.6755349936684583	-1.3219280948873626	-2.1791879227712805
OG0000869.2	OG0010617.4	OG0003358.3
-0.6755349936684583	-2.085588555718989	-0.333334289405402
OG0000042.314	OG0009842.2	OG0005619.0
-0.2813863010245155	-1.1523237279704035	-2.242635327614509
OG0004347.0	OG0005949.0	OG0000223.2
-0.9646576192078029	-1.101907764440992	-0.3170671972827844
OG0000584.0	OG0004124.0	OG0009005.0
1.6572284011610958	-0.6610907271910786	-1.8937857039090322
OG0000302.34	OG0005384.1	OG0003543.0
-0.896200256842332	-2.454822365384708	-0.9186603725480612
OG0005824.0	OG0000110.3	OG0012227.0
-2.1335271702841525	-0.4639470997597903	-2.394410848688886
OG0005248.24	OG0006393.0	OG0000147.0
-2.324093762105477	-1.6707041518974848	-1.5803532474685666
OG0007411.0	OG0007822.0	OG0000147.0
-1.0749120451200174	-1.205896101440252	-1.5803532474685666
OG0000014.1	OG0010773.2	OG0003661.0
-0.4737308279347723	-1.323371511757031	-1.0072315692310758
OG0004758.4	OG0000092.1	OG0009267.0
-2.4731299136431737	0.8123750005659496	-1.0609991549304867
OG0000204.2	OG0005854.2	OG0011459.1
-0.7138285488929806	-1.1759246437484379	-1.855170479161191
OG0003189.0	OG0000584.0	OG0007146.0
-0.9481407011647501	1.6572284011610958	0.7562547427239061
OG0007539.0	OG0005384.1	OG0000001.2899
-1.4941090702700428	-2.454822365384708	-0.3641991832410402
OG0000302.34	OG0004989.0	OG0003838.7
-0.896200256842332	-0.560430050337261	-2.6629169236892127
OG0000750.0	OG0008528.0	OG0007191.0
-0.6604064990346017	-1.4651415485992816	-0.5536378881214055
OG0005696.4	OG0000272.36	OG0006650.0
-1.7833899312575583	-1.0174170530774094	-0.8124856018071838
OG0005977.0	OG0000160.4	OG0005851.2
-1.2926519125167302	-0.030913993470059714	-2.834441745538826
OG0006014.0	OG0005428.4	OG0000147.0
-1.361045750202166	-0.6355396260397388	-1.5803532474685666
OG0000403.25	OG0010622.0	OG0004951.0
-0.4597742994044606	-1.2684691629458418	-1.6144033039877546
OG0000364.1	OG0006964.0	OG0005491.2
-0.7065117976244923	-1.549620119928959	-0.6310640678021001
OG0005687.4	OG0013513.2	OG0000256.24
-1.550887680450584	-1.309001920443092	-0.250165425587271
OG0005501.1	OG0000120.105	OG0005570.0
-1.1500807813140215	-0.5544851616978876	-0.9252205735033867
OG0000257.0	OG0006000.0	OG0005285.0
0.0001442622910945383	-1.9345655540513669	-1.7898605425983316
OG0000290.0	OG0004362.4	OG0006290.0
-0.5907448533151622	-1.2172559636048	-1.5955328032369107
OG0000207.240	OG0000599.0	OG0005548.4
-1.037413961643117	-0.9312604093276949	-2.0017322736212373
OG0000180.0	OG0004207.12	OG0009011.0
-0.15826835651750287	-1.3219280948873626	-1.5014427519009832
OG0000034.305	OG0014589.0	OG0006388.0
-0.6588112275212595	-2.518701058452435	-2.6321816563938065
OG0000869.2	OG0005869.0	OG0010636.0
-0.6755349936684583	-1.1218632333730527	-2.3718330007136763
OG0007539.0	OG0004910.0	OG0000198.0
-1.4941090702700428	-2.2632652555088026	-0.3989691306511904
OG0006190.0	OG0007473.0	OG0000175.4
-0.8530841519127248	-1.2622267227410604	-0.9548366483967755
OG0000207.240	OG0000431.12	OG0005926.0
-1.037413961643117	-0.3122226226036953	-1.4085120616020568
OG0005687.4	OG0000228.35	OG0000302.34
-1.550887680450584	-2.5916142085935863	-0.896200256842332
OG0011345.0	OG0006827.2	OG0000272.36
-2.2297206567902736	-1.4138838046624735	-1.0174170530774094
OG0009850.0	OG0000336.0	OG0005491.2
-1.6335239064899043	-0.4330387576855113	-0.6310640678021001
OG0000062.12	OG0003543.0
-1.5538496598709068	-0.9186603725480612
OG0007473.0	OG0000092.1	OG0005359.4
-1.2622267227410604	0.8123750005659496	-1.6743833251783957
OG0005530.6	OG0000279.0	OG0004362.4
-0.9514847900660605	-0.7006381023484414	-1.2172559636048
OG0005501.1	OG0006310.0	OG0000264.1
-1.1500807813140215	-1.3591940042915596	-1.4799549759601824
OG0007565.0	OG0000302.34	OG0004290.0
-1.050801268104847	-0.896200256842332	-1.247080178987195
OG0000175.4	OG0008209.0	OG0007356.0
-0.9548366483967755	-1.6952553422813692	-1.3643848941302572
OG0000018.1	OG0007493.0	OG0006005.0
-0.6106534638375021	-2.4795526066810747	-1.3819493299466563
OG0000176.0	OG0005729.2	OG0002708.0
-0.33387969740416884	-1.6868702651621483	-0.4324545523562533
OG0000294.0	OG0009091.4	OG0006873.3
-0.5213905315954883	-2.8593522068451582	-2.079478021209661
OG0000272.36	OG0006328.0	OG0004208.2
-1.0174170530774094	-1.3879778371919382	-0.9481407011647501
OG0005687.4	OG0007850.2	OG0000225.48
-1.550887680450584	-1.0929555251272016	-0.3057883922321096
OG0011910.0	OG0007191.0	OG0000176.0
-1.817053505488898	-0.5536378881214055	-0.33387969740416884
OG0000285.1	OG0005734.0	OG0004053.9
-1.0528949484321255	-0.9151193464087035	-0.5907448533151622
OG0004347.0	OG0000175.4	OG0012904.0
-0.9646576192078029	-0.9548366483967755	-3.084364376569687
OG0000062.12	OG0003326.0	OG0004505.0
-1.5538496598709068	-0.36642929324206563	-3.3118644115426648
OG0000403.25	OG0005830.0	OG0001597.53
-0.4597742994044606	-2.3154505308161575	-0.6230428855222725
OG0000062.12	OG0003843.12	OG0006023.0
-1.5538496598709068	-0.9991346425567468	-1.3029379195026087
OG0000750.0	OG0005852.2	OG0004901.9
-0.6604064990346017	-2.270207978440035	-2.0825300533208067
OG0004892.3	OG0004025.11	OG0000088.3
-0.5532144378568775	-1.5141610331209452	-0.11434754870041268
OG0005846.2	OG0000044.1	OG0009877.2
-1.482774707497541	-0.6009930135276029	-1.4445764684381
OG0000012.581	OG0000081.1	OG0006195.0
-0.4801562026905301	-0.890037746601182	-0.5517333399360452
OG0003061.8	OG0008096.5	OG0000407.1
-1.2139055323709569	-1.5149854303096	-0.9610020212024905
OG0000042.314	OG0003786.18
-0.2813863010245155	-0.9445266641015685
OG0000204.2	OG0007427.0	OG0007822.0
-0.7138285488929806	-1.718806225047366	-1.205896101440252
OG0011952.0	OG0004740.12	OG0000272.36
-2.639354797539784	-1.3643848941302572	-1.0174170530774094
OG0000005.545	OG0004823.2	OG0000046.1
-2.6214883767462704	-0.9905094970525475	-0.4065984188743529
OG0014828.2	OG0000110.3	OG0000010.2
-2.2162500169928254	-0.4639470997597903	-0.3431833203506802
OG0005687.4	OG0013045.1	OG0000364.1
-1.550887680450584	-1.3104324560495328	-0.7065117976244923
OG0008551.0	OG0008934.0	OG0000785.2
-0.3494192353977597	-1.4611638922585346	-0.6060347243397574
OG0003358.3	OG0005257.0	OG0000147.0
-0.333334289405402	-1.5319902259071676	-1.5803532474685666
OG0002308.0	OG0007538.2	OG0000263.57
-0.6060347243397574	-1.5153978056277968	0.818932344010497
OG0006175.0	OG0008431.6	OG0000420.0
-1.2348047512361633	-2.8437328369481967	-0.49045616203966397
OG0005719.2	OG0000022.878	OG0000125.49
-1.3375210295767486	-1.1929748745013562	0.8343876146053895
OG0000048.122	OG0005619.0	OG0010621.0
-0.7157227819448722	-2.242635327614509	-1.8241880062782692
OG0004406.0	OG0000320.0	OG0007214.0
-1.2149098450052418	-0.24348904385984163	-1.5602173105240187
OG0007809.2	OG0009968.6	OG0000749.2
-1.7408179196618128	-1.6099927379084407	-0.3830777578812987
OG0000059.133	OG0003042.54	OG0008450.4
-0.3735141370944932	-1.9094175236375577	-2.310432456049533
OG0004347.0	OG0005585.0	OG0000130.38
-0.9646576192078029	-0.6684094241337628	-0.1440103026915193
OG0000183.0	OG0012829.2	OG0004375.23
-0.002310160687201116	-1.7631706645136003	-2.340075441597622
OG0000750.0	OG0005621.0	OG0011467.0
-0.6604064990346017	-2.3233715117570313	-1.3269863847103913
OG0004958.0	OG0000272.36	OG0010625.0
-1.1510416172076048	-1.0174170530774094	-1.4046873111092768
OG0000403.25	OG0013992.0	OG0005621.0
-0.4597742994044606	-1.8267446169790276	-2.3233715117570313
OG0007223.2	OG0004554.6	OG0000256.24
-1.2722973271627618	-0.7983661388303496	-0.250165425587271
OG0000749.2	OG0009006.0	OG0005852.2
-0.3830777578812987	-1.633076351021482	-2.270207978440035
OG0000180.0	OG0006460.2	OG0006309.0
-0.15826835651750287	-0.5948789645486792	-1.340440727089101
OG0013967.0	OG0000092.1	OG0007164.0
-1.8432150924456403	0.8123750005659496	-1.1468826087764485
OG0000188.1	OG0013997.0	OG0005695.10
-0.09449505685038438	-2.594225422050124	-1.5868392244091865
OG0000129.29	OG0010637.3	OG0000230.58
1.477211031198532	-1.4398720239187364	-0.15136203809529378
OG0004958.0	OG0012829.2	OG0000198.0
-1.1510416172076048	-1.7631706645136003	-0.3989691306511904
OG0000204.2	OG0005850.4	OG0006003.0
-0.7138285488929806	-1.479150349591925	-0.8562147752913984
OG0009019.8	OG0004412.2	OG0000081.1
-1.749038426466781	-0.781404798449143	-0.890037746601182
OG0000228.35	OG0004759.3	OG0000256.24
-2.5916142085935863	-1.8421801605211374	-0.250165425587271
OG0011732.0	OG0005428.4	OG0000002.763
-1.4477213090095638	-0.6355396260397388	-0.7257085158978973
OG0010584.0	OG0004347.0	OG0000175.4
-1.3543905588165042	-0.9646576192078029	-0.9548366483967755
OG0003757.20	OG0005091.0	OG0000147.0
-2.280685112655481	-0.34464817138744597	-1.5803532474685666
OG0012001.0	OG0000246.0	OG0007156.2
-1.8447688837007212	-0.5324074912870507	-1.3982084161379738
OG0000014.1	OG0006086.0	OG0010605.0
-0.4737308279347723	-1.7036894392919077	-0.9971174914668787
OG0000599.0	OG0007516.0	OG0007748.0
-0.9312604093276949	-0.9309853220848195	-1.293005384291349
OG0004347.0	OG0011007.2	OG0000407.1
-0.9646576192078029	-1.4465411903009064	-0.9610020212024905
OG0009292.1	OG0000044.1	OG0004242.10
-2.0150825945730797	-0.6009930135276029	-0.5576668766702485
OG0004610.1	OG0000261.0	OG0004208.2
-1.3075728019102923	-0.7946074870103151	-0.9481407011647501
OG0003774.0	OG0000338.41	OG0000154.251
-0.4451656041058071	0.7966808083669082	-1.7838866415536987
OG0009881.4	OG0000183.0	OG0004241.1
-1.6250440040319079	-0.002310160687201116	-1.4675334171342618
OG0005667.0	OG0000225.48	OG0013513.2
-1.1626218402461934	-0.3057883922321096	-1.309001920443092
OG0013995.0	OG0004623.10	OG0000409.24
-3.4664167183129604	-0.7986170641359458	0.10447085776291738
OG0006453.1	OG0000120.105	OG0007665.0
-1.4532413295652276	-0.5544851616978876	-0.7470999712999193
OG0000001.2899	OG0009132.4	OG0004754.7
-0.3641991832410402	-0.9756803208045871	-0.5625591756364571
OG0003543.0	OG0000584.0	OG0013986.0
-0.9186603725480612	1.6572284011610958	-1.911586990273275
OG0006828.0	OG0000160.4	OG0004240.0
-0.9982698038611177	-0.030913993470059714	-2.130365444186607
OG0000261.0	OG0006014.0	OG0005826.0
-0.7946074870103151	-1.361045750202166	-1.425850039490298
OG0005869.0	OG0013962.0	OG0000409.24
-1.1218632333730527	-2.127210631993763	0.10447085776291738
OG0008977.6	OG0000225.48	OG0007167.0
-2.306145097646435	-0.3057883922321096	-1.3658714424749592
OG0000279.0	OG0009868.0	OG0006867.4
-0.7006381023484414	-1.6281623826695795	-1.6139616401113863
OG0000279.0	OG0005824.0	OG0011403.0
-0.7006381023484414	-2.1335271702841525	-0.7938569303086269
OG0004649.2	OG0000125.49	OG0004823.2
-0.48843075802752745	0.8343876146053895	-0.9905094970525475
OG0005612.2	OG0009926.1	OG0000431.12
-1.0356383367532653	-1.8948583396765766	-0.3122226226036953
OG0007216.0	OG0000285.1	OG0006029.0
-1.2750878406843897	-1.0528949484321255	-1.0555912954672275
OG0005570.0	OG0008625.0	OG0000364.1
-0.9252205735033867	-0.6066936396473472	-0.7065117976244923
OG0000441.1	OG0000584.0	OG0004208.2
-2.9170249727422317	1.6572284011610958	-0.9481407011647501
OG0005017.1	OG0000044.1	OG0006412.3
-1.5942254220501242	-0.6009930135276029	-1.2615347826602237
OG0000711.2	OG0003552.0	OG0003610.0
-0.05304461335688118	-1.0525956651531994	-0.5247075499634715
OG0005323.0	OG0005092.2	OG0000130.38
0.46581778323171336	-1.7388904710906985	-0.1440103026915193
OG0005855.0	OG0000257.0	OG0006412.3
-1.639354797539784	0.0001442622910945383	-1.2615347826602237
OG0007620.20	OG0000407.1	OG0005659.6
-2.9601597354682094	-0.9610020212024905	-1.9301603749313658
OG0008209.0	OG0004780.0	OG0000230.58
-1.6952553422813692	-1.2246544159259602	-0.15136203809529378
OG0005703.0	OG0006393.0	OG0000257.0
-1.0634091701760615	-1.6707041518974848	0.0001442622910945383
OG0002557.50	OG0000257.0	OG0005734.0
-1.2202780187929276	0.0001442622910945383	-0.9151193464087035
OG0000214.0	OG0012875.0	OG0005852.2
-0.42953706897395905	-2.6447581560691176	-2.270207978440035
OG0004880.18	OG0000261.0	OG0005826.0
-2.129102691334971	-0.7946074870103151	-1.425850039490298
OG0008759.0	OG0000034.305	OG0004865.2
-2.396688189399952	-0.6588112275212595	-0.2164176260596288
OG0007163.2	OG0005758.2	OG0000160.4
-2.0115879742752116	-0.8185793597198583	-0.030913993470059714
OG0005701.4	OG0000092.1	OG0005927.14
-1.6748438822584089	0.8123750005659496	-1.623265095001478
OG0000246.0	OG0006871.4	OG0011295.0
-0.5324074912870507	-1.3194055851186515	-2.4916727707196795
OG0000359.28	OG0004774.1	OG0005491.2
-0.5942254220501242	-2.0098438333726087	-0.6310640678021001
OG0003989.2	OG0000188.1	OG0008665.0
-1.1946249891052318	-0.09449505685038438	-1.545824106814198
OG0008569.0	OG0000206.0	OG0005956.0
-1.2412704315421375	0.24865627000440324	-0.8285369439974191
OG0000276.72	OG0005426.10	OG0010625.0
-0.8999642788381562	-1.028263333263764	-1.4046873111092768
OG0006453.1	OG0000183.0	OG0013635.2
-1.4532413295652276	-0.002310160687201116	-1.1577854460390562
OG0007539.0	OG0010608.0	OG0000257.0
-1.4941090702700428	-2.0643139648378215	0.0001442622910945383
OG0006003.0	OG0000198.0	OG0004876.0
-0.8562147752913984	-0.3989691306511904	-1.0171250391019384
OG0000062.12	OG0005281.1	OG0008176.2
-1.5538496598709068	-1.9384311507319976	-1.0315036910220627
OG0006268.0	OG0000336.0	OG0003375.2
-0.623265095001478	-0.4330387576855113	-0.9045481189143395
OG0011803.0	OG0003835.22	OG0000272.36
-1.046027091947825	-0.2937125877569264	-1.0174170530774094
OG0000302.34	OG0006332.2	OG0002708.0
-0.896200256842332	-0.798868033092113	-0.4324545523562533
OG0007448.2	OG0000261.0	OG0016262.0
-1.3280726151852633	-0.7946074870103151	-1.1909972250609138
OG0009852.2	OG0000154.2	OG0006390.0
-0.6808445421752973	-0.6887294085133586	-1.547088335060036
OG0000183.0	OG0004622.6	OG0015310.0
-0.002310160687201116	-2.5344956303704946	-0.4088950949352212
OG0008570.0	OG0000264.1	OG0014851.2
-0.5916142085935863	-1.4799549759601824	0.34834574511348076
OG0000279.0	OG0005049.0	OG0004854.4
-0.7006381023484414	-1.4811627575634883	-0.4001109550407409
OG0013058.0	OG0003102.40	OG0000046.1
-0.9107730579296045	-1.3176064889372687	-0.4065984188743529
OG0007822.0	OG0008992.0	OG0000160.4
-1.205896101440252	0.13106261678246817	-0.030913993470059714
OG0010951.0	OG0000599.0	OG0008570.0
-0.7025150842894256	-0.9312604093276949	-0.5916142085935863
OG0000785.2	OG0006412.3
-0.6060347243397574	-1.2615347826602237
OG0012178.2	OG0006392.0	OG0000230.58
-2.2412704315421372	-0.9539979534554796	-0.15136203809529378
OG0000869.2	OG0006038.0	OG0005622.0
-0.6755349936684583	-0.9666298615394078	-3.010424979419093
OG0004621.4	OG0000420.0	OG0012267.0
-3.282087830355571	-0.49045616203966397	-1.5100460986686943
OG0000261.0	OG0006272.0	OG0007202.0
-0.7946074870103151	-0.9189331195081115	-0.9498117766885221
OG0000062.12	OG0006311.0	OG0006867.4
-1.5538496598709068	-0.6436307862837749	-1.6139616401113863
OG0005742.0	OG0000018.1	OG0004823.2
-1.6943212567577124	-0.6106534638375021	-0.9905094970525475
OG0007250.0	OG0000223.2	OG0004854.4
-1.1584293626044828	-0.3170671972827844	-0.4001109550407409
OG0002199.2	OG0005091.0	OG0000285.1
-2.248107861595691	-0.34464817138744597	-1.0528949484321255
OG0008209.0	OG0006384.2	OG0000088.3
-1.6952553422813692	-0.47112867176187906	-0.11434754870041268
OG0006021.0	OG0000711.2	OG0006867.4
-1.5942254220501242	-0.05304461335688118	-1.6139616401113863
OG0012981.0	OG0000120.105	OG0002677.13
-1.1488006614067061	-0.5544851616978876	-0.9581963123429151
OG0000279.0	OG0005413.12	OG0009868.0
-0.7006381023484414	-1.064012303563144	-1.6281623826695795
OG0000869.2	OG0011183.0	OG0004170.0
-0.6755349936684583	-1.446934455954395	-0.5043048373759311
OG0000294.0	OG0011346.0	OG0003835.22
-0.5213905315954883	-2.52865644038928	-0.2937125877569264
OG0000206.0	OG0004620.0	OG0013991.0
0.24865627000440324	0.557875677239934	-0.6321816563938067
OG0000403.25	OG0005691.3	OG0013024.0
-0.4597742994044606	-1.0180012584066676	-1.491267120487599
OG0000120.105	OG0004459.0	OG0000480.49
-0.5544851616978876	-1.7621915704543796	-1.8905725733138459
OG0009019.8	OG0005829.2	OG0000230.58
-1.749038426466781	-0.8300749985576876	-0.15136203809529378
OG0006440.2	OG0007223.2	OG0000257.0
-3.325539348439741	-1.2722973271627618	0.0001442622910945383
OG0000180.0	OG0003745.1	OG0006141.8
-0.15826835651750287	-1.4355730513622063	-1.858305638035469
OG0007539.0	OG0011995.5	OG0000336.0
-1.4941090702700428	-2.094803160437437	-0.4330387576855113
OG0003333.28	OG0004823.2	OG0000364.1
-1.3284348738289469	-0.9905094970525475	-0.7065117976244923
OG0000204.2	OG0008625.0	OG0015008.2
-0.7138285488929806	-0.6066936396473472	-2.7312063248775216
OG0006015.0	OG0000246.0	OG0004554.6
-0.8049044228227816	-0.5324074912870507	-0.7983661388303496
OG0002913.0	OG0013733.0	OG0000225.48
-0.9751130006868205	-2.0344557997682955	-0.3057883922321096
OG0005132.0	OG0000042.314	OG0000005.545
-0.7336032269754467	-0.2813863010245155	-2.6214883767462704
OG0003752.2	OG0006316.0	OG0000125.49
-0.5199417307727449	-1.2361635411090486	0.8343876146053895
OG0000302.34	OG0000012.581	OG0000397.3
-0.896200256842332	-0.4801562026905301	-2.1791879227712805
OG0000426.5	OG0007259.2	OG0000147.0
-1.1811494391045665	-0.8346990250831352	-1.5803532474685666
OG0000869.2	OG0005696.4	OG0000760.146
-0.6755349936684583	-1.7833899312575583	-2.127210631993763
OG0000261.0	OG0006346.0	OG0005622.0
-0.7946074870103151	-0.4508730198007329	-3.010424979419093
OG0000188.1	OG0003835.22	OG0009814.0
-0.09449505685038438	-0.2937125877569264	-1.0424567992428948
OG0013059.0	OG0000018.1	OG0005143.4
-13.287712379549449	-0.6106534638375021	-1.0664273617389761
OG0003118.5	OG0006236.0	OG0000125.49
-1.2172559636048	-0.6427295243204406	0.8343876146053895
OG0000420.0	OG0008204.0	OG0007356.0
-0.49045616203966397	-0.8173077024838097	-1.3643848941302572
OG0000225.48	OG0007420.0	OG0006867.4
-0.3057883922321096	-1.1936346938775448	-1.6139616401113863
OG0000320.0	OG0008451.4	OG0004242.10
-0.24348904385984163	-0.9013109559086716	-0.5576668766702485
OG0004785.6	OG0000120.105	OG0005285.0
-1.0368218438261088	-0.5544851616978876	-1.7898605425983316
OG0006015.0	OG0000246.0	OG0005931.4
-0.8049044228227816	-0.5324074912870507	-2.356236145662658
OG0000279.0	OG0010537.0	OG0003171.1
-0.7006381023484414	-0.9779518348198268	-1.1867215954566879
OG0000154.2	OG0013056.0	OG0000426.5
-0.6887294085133586	-1.0427539863983157	-1.1811494391045665
OG0003846.1	OG0005667.0	OG0000059.133
-3.0115879742752116	-1.1626218402461934	-0.3735141370944932
OG0007033.0	OG0000034.305	OG0003729.6
-1.3168874781868323	-0.6588112275212595	-0.8033929559051822
OG0000785.2	OG0010643.0	OG0007165.4
-0.6060347243397574	-1.4394806784556318	-0.2834919132312543
OG0005957.0	OG0004025.11	OG0000272.36
-1.088653555896428	-1.5141610331209452	-1.0174170530774094
OG0008569.0	OG0004735.28	OG0000046.1
-1.2412704315421375	-1.6272707293402764	-0.4065984188743529
OG0000257.0	OG0006388.0	OG0002998.0
0.0001442622910945383	-2.6321816563938065	-0.8562147752913984
OG0002557.50	OG0013007.4	OG0000272.36
-1.2202780187929276	-2.006361864568414	-1.0174170530774094
OG0000214.0	OG0007164.0	OG0000604.1
-0.42953706897395905	-1.1468826087764485	-1.6157291074575852
OG0006014.0	OG0005477.0	OG0000409.24
-1.361045750202166	-1.0174170530774094	0.10447085776291738
OG0004007.3	OG0007665.0	OG0000130.38
-0.6579004351672156	-0.7470999712999193	-0.1440103026915193
OG0004503.8	OG0000081.1	OG0008355.0
-2.5071726120774884	-0.890037746601182	-1.1564984744631772
OG0004049.8	OG0006260.0	OG0000263.57
-0.7831416402250396	-0.545824106814198	0.818932344010497
OG0003775.0	OG0006001.0	OG0000001.2899
-0.8074270586130774	-1.0746081599075428	-0.3641991832410402
OG0005849.2	OG0006784.2	OG0000110.3
-1.3540217245972157	-3.1379652600447674	-0.4639470997597903
OG0007250.0	OG0000606.2	OG0003072.2
-1.1584293626044828	-0.6443071024337754	-1.3932735249871873
OG0000391.20	OG0004285.1	OG0006817.2
-0.35328433892264566	-0.8549095231975802	-1.5920490827614273
OG0004833.1	OG0004758.4	OG0000785.2
-0.7923569873134674	-2.4731299136431737	-0.6060347243397574
OG0007473.0	OG0000785.2	OG0005062.1
-1.2622267227410604	-0.6060347243397574	-0.9925174236687941
OG0006754.6	OG0004204.4	OG0000223.2
-0.215244771307591	-1.1306813051710953	-0.3170671972827844
OG0000359.28	OG0004459.0	OG0000323.172
-0.5942254220501242	-1.7621915704543796	-1.9907961726701602
OG0000042.314	OG0003072.2	OG0003628.6
-0.2813863010245155	-1.3932735249871873	-1.7744782657433966
OG0007076.0	OG0003774.0	OG0000147.0
-0.965784284662087	-0.4451656041058071	-1.5803532474685666
OG0003851.24	OG0000092.1	OG0004053.9
-0.9439714610772487	0.8123750005659496	-0.5907448533151622
OG0005553.0	OG0000749.2	OG0003971.6
-1.855170479161191	-0.3830777578812987	-0.6857095160120039
OG0008110.0	OG0000359.28	OG0007183.2
-1.54877569787331	-0.5942254220501242	-0.8809758968577254
OG0000711.2	OG0010744.4	OG0005477.0
-0.05304461335688118	-1.333879697404169	-1.0174170530774094
OG0004016.0	OG0013733.0	OG0000407.1
