OG0001643.24	OG0001566.2	OG0001698.26	OG0000027.457
-1.1587514286937521	-1.0540927027897475	-1.2039006722965686	-0.9018499789079885
-1.3230105221290025	-0.49960583358420474	-0.3082871842179762	-1.0487106217838669
OG0001278.2	OG0000011.1	OG0000863.32	OG0002037.0
-3.6859415911417392	0.5140970048942337	-0.9751130006868205	-0.9905094970525475
OG0001546.1	OG0001495.2	OG0000026.45	OG0002013.0	OG0018965.0
-1.0752159943555015	-1.4394806784556318	-0.1413028099616662	-0.010134377133713174	-1.989649811830433
OG0000732.24	OG0000983.28	OG0013872.4	OG0001271.1	OG0000018.289
-0.6771488756244091	-0.5189077630936494	-2.701810929858678	-1.4477213090095638	-0.18885782633069192
OG0001292.1	OG0000002.1788	OG0001853.0	OG0001132.24	OG0013603.0
-1.3147325934831586	0.2893623404769398	-1.046325015550513	-1.443791328260415	-1.5781977188427339
OG0000292.93	OG0006965.6	OG0000975.0	OG0000675.1	OG0000012.918
-0.2568728474080699	-1.8099541131055612	-0.42876006879851164	-1.4108117885091431	-0.17576167339628612
OG0001921.0	OG0000011.1	OG0001303.26	OG0002176.0
-0.4894431045997583	0.5140970048942337	-0.6794575575715407	-0.6266023508057881
OG0000983.28	OG0001241.24	OG0000936.24	OG0000006.561	OG0014742.1
-0.5189077630936494	-0.8074270586130774	-1.1319454411037966	-0.17266872938773947	-3.040971781056306
OG0001246.24	OG0020706.0	OG0000559.30	OG0000056.0	OG0000801.24
-0.9711479941525065	-2.495735558650761	-1.033864894562046	0.25229454120183664	-0.45502011674419607
OG0001357.24	OG0001328.24	OG0000006.561	OG0000901.0
-0.84295628985442	-1.3872228947148009	-0.17266872938773947	-0.588573754273535
OG0000615.1	OG0001000.24	OG0001593.20	OG0014780.4	OG0000056.0
-1.113098732313508	-0.43791635730384093	-1.2567004721117434	-2.1707187020024685	0.25229454120183664
OG0000002.1788	OG0001432.24	OG0001536.0	OG0002000.0	OG0016933.0
0.2893623404769398	-1.8714426350262425	-0.6371093573341396	-0.7324042781481208	-2.5631985264295
OG0000054.0	OG0000026.628	OG0000019.257	OG0001861.0
-0.11450372678347603	-1.0929555251272016	-0.6794575575715407	-0.6099927379084407
OG0001486.1	OG0000010.475	OG0001830.6	OG0000925.1
-1.5898760215870733	0.007339046008161679	-1.4363537305159362	-1.4196615258042915
OG0001051.24	OG0000636.1	OG0000932.26	OG0000032.252	OG0007851.2
-1.2937125877569264	-1.611314492504686	-1.0002885678659263	-0.3082871842179762	-13.287712379549449
OG0001307.24	OG0013103.0	OG0000001.1420	OG0001245.24	OG0001346.24
-0.8344417455388263	-1.4607667291339643	-0.01727103870140411	-1.0643139648378215	-1.2515387669959646
OG0000425.53	OG0014713.1	OG0000735.1	OG0001379.1	OG0000056.0
-1.7626810344254493	-1.6366606883705208	-1.0436459153546316	-0.025617534179270093	0.25229454120183664
OG0001815.3	OG0000018.289	OG0001111.22	OG0001883.0
-1.3733272473940066	-0.18885782633069192	-1.1124747292584127	-0.5116906642966368
OG0000011.1	OG0007922.2	OG0000664.3	OG0001472.0	OG0000543.45
0.5140970048942337	-1.3614163847683378	-1.0619024389259069	-0.6259342817774622	-0.5829441401868507
OG0012745.4	OG0001212.24	OG0002043.0	OG0001040.1	OG0000032.252
-1.294066319532853	-0.2629189948469006	-0.6099927379084407	-0.3695945285176767	-0.3082871842179762
OG0001550.0	OG0001038.1	OG0002028.0	OG0000006.561
-1.0794780212096609	-0.5977144081300041	-0.0609991549304867	-0.17266872938773947
OG0001082.24	OG0000242.29	OG0000018.289	OG0001425.1
-1.2426353276145088	-1.1313132346778652	-0.18885782633069192	-1.2273541969073074
OG0001366.26	OG0001418.30	OG0002053.0	OG0012936.4	OG0000082.1
-1.2824387229855119	-0.6139616401113864	-1.0194628075549568	-2.248793390257147	-0.853866171106625
OG0001357.24	OG0001238.24	OG0000056.0	OG0001861.0	OG0020746.0
-0.84295628985442	-0.8293057663129167	0.25229454120183664	-0.6099927379084407	-1.708867987991247
OG0000479.1	OG0000809.2	OG0000018.289	OG0016128.4	OG0000850.12
-1.048113850300326	-1.5475099907815495	-0.18885782633069192	-2.37632039170599	-0.8903051351740702
OG0001218.24	OG0000367.3	OG0000038.0	OG0000577.45	OG0002168.0
-0.7582818254032986	-1.498586333124219	-0.5428785420499038	-3.1341603478413376	-0.5504650365217113
OG0000097.1	OG0000026.45	OG0002032.0	OG0001205.24
-1.1542490330260111	-0.1413028099616662	-1.306858773169714	-0.30489701435952116
OG0001315.24	OG0001169.24	OG0002126.0	OG0006968.0	OG0000001.1420
-1.394410848688886	-1.2598063829795652	-0.3306103379871632	-1.8365012677171206	-0.01727103870140411
OG0000002.1788	OG0002109.0	OG0016681.4	OG0001267.24	OG0001180.24
0.2893623404769398	-0.9748294242650939	-3.6813071668516644	-1.088653555896428	-1.1159100908664668
OG0007066.10	OG0001390.24	OG0002319.0	OG0000032.252	OG0001180.24
-2.3778192957794078	-0.9925174236687941	-0.6859415911417392	-0.3082871842179762	-1.1159100908664668
OG0014506.6	OG0001146.1	OG0001461.24	OG0000278.126	OG0000012.918
-1.6443071024337756	-1.5678957765313228	-0.3315177504586711	-1.9230305236848892	-0.17576167339628612
OG0000010.475	OG0000561.24	OG0000770.1	OG0001297.24
0.007339046008161679	-1.2429767534925404	-0.6538089702009304	-1.8484009177306033
OG0000010.475	OG0000627.52	OG0001416.0	OG0001289.1
0.007339046008161679	-0.7211825969252785	0.16104922490055648	-1.774971916745951
OG0000953.26	OG0001165.26	OG0001288.1	OG0000026.45
-1.324816374212189	-1.35144252194724	-0.6771488756244091	-0.1413028099616662
OG0000007.976	OG0001778.24	OG0002036.0	OG0002233.0	OG0007270.0
-0.24982229440694287	0.4137023887821764	-0.5435092284166207	-1.145924537878446	-1.9029286294560968
OG0002035.0	OG0001488.22	OG0002085.0	OG0000018.289
-0.19050323599911453	-0.27404076549081247	-0.15184280290092764	-0.18885782633069192
OG0000011.1	OG0011328.4	OG0000941.24	OG0001456.24	OG0000737.40
0.5140970048942337	-2.6887294085133586	-0.5399389790226586	-1.0914176345211863	-1.5253303408390566
OG0007588.4	OG0001331.24	OG0001236.24	OG0000082.1	OG0001934.0
-0.9753966328593433	-0.23463499245019467	-1.3632709872102522	-0.853866171106625	-0.5506763430092204
OG0000007.976	OG0001090.26	OG0002334.0	OG0000901.0
-0.24982229440694287	-0.5676819330504765	-1.0232697793228471	-0.588573754273535
OG0006878.0	OG0001933.0	OG0000685.33	OG0000082.1	OG0001050.0
-1.25773503295987	-1.1759246437484379	-1.7216583413783577	-0.853866171106625	-0.39137997563950755
OG0001330.24	OG0010953.4	OG0001947.0	OG0002090.0	OG0000006.561
-0.23276896297612443	-2.386845571568701	-1.7326439882161124	-0.5788440393377765	-0.17266872938773947
OG0001360.24	OG0000011.1	OG0007933.0	OG0001277.24	OG0000369.1
-1.3433663454116158	0.5140970048942337	-0.949254536418601	-1.8099541131055612	-0.4965494909944312
OG0000010.475	OG0017987.0	OG0000902.24	OG0001260.24	OG0001849.0
0.007339046008161679	-1.1545701671488482	-1.499809820158018	-1.453636426114565	-0.7816527907215007
OG0000002.1788	OG0002123.0	OG0002019.0	OG0000896.1
0.2893623404769398	-0.5391002028124681	-1.2838431475703935	-1.039784866105864
OG0001810.0	OG0000987.19	OG0001512.12	OG0000012.918
0.10043947928031166	-0.02958805461052695	-0.49960583358420474	-0.17576167339628612
OG0000948.24	OG0001247.24	OG0002086.0	OG0000082.1	OG0007626.0
-1.0203404482841756	-1.117787378107137	-1.624599071093643	-0.853866171106625	-1.5619201080552925
OG0000769.0	OG0001275.26	OG0001298.24	OG0000018.289	OG0007931.1
-1.0235630398261213	-1.7695510237924936	-2.5872726614083574	-0.18885782633069192	-2.9635318329307085
OG0001542.3	OG0000547.0	OG0001145.3	OG0000038.0	OG0008712.0
-0.4463445976671093	-0.9153914246821905	-1.2782336336613846	-0.5428785420499038	-2.3226496228048217
OG0000007.976	OG0014555.2	OG0001460.24	OG0002231.0	OG0001584.0
-0.24982229440694287	-2.046325015550513	-1.67116353577046	-1.4386983058546305	-1.176902852650796
OG0000945.1	OG0014808.4	OG0002106.0	OG0000738.19	OG0000006.561
-1.1571418167440228	-1.5084034055895519	-1.8180705623099334	-0.9985580258260937	-0.17266872938773947
OG0000832.1	OG0002077.0	OG0001132.24	OG0000082.1	OG0000706.25
-1.8349563505169555	0.03857665145232347	-1.443791328260415	-0.853866171106625	-0.8622341919041214
OG0000627.52	OG0001870.2	OG0000001.1420	OG0001160.24
-0.7211825969252785	-0.8876334769274369	-0.01727103870140411	-1.343732465205711
OG0015363.2	OG0001228.1	OG0002163.0	OG0000360.67	OG0000001.1420
-1.2179269845661476	-1.0300298988406835	-0.9495331296493381	-1.473530495359169	-0.01727103870140411
OG0002088.0	OG0001666.14	OG0002319.0	OG0000012.918
-0.7133553789835607	-1.2695122007362238	-0.6859415911417392	-0.17576167339628612
OG0001301.24	OG0000010.475	OG0000929.1	OG0007932.0	OG0000900.25
-0.8945901059599186	0.007339046008161679	-1.5428785420499038	-1.9406447223835788	-1.2515387669959646
OG0001996.0	OG0001256.24	OG0008990.2	OG0001068.1	OG0000018.289
-0.9434164716336325	-1.7631706645136003	-1.7602353734890535	-0.08146110748876297	-0.18885782633069192
OG0001264.24	OG0000026.45	OG0011132.2	OG0000378.2	OG0002065.0
-1.7398538734910327	-0.1413028099616662	-1.7312063248775214	-1.1584293626044828	-0.5741110659756957
OG0001961.2	OG0016177.4	OG0002080.0	OG0000082.1	OG0001100.24
-1.0926478158286288	-2.3226496228048217	-0.8831029817117376	-0.853866171106625	-1.100669665209555
OG0000627.52	OG0001157.1	OG0000038.0	OG0002334.0	OG0014659.1
-0.7211825969252785	-1.0394882898809756	-0.5428785420499038	-1.0232697793228471	-0.6975932054422741
OG0002006.0	OG0000378.2	OG0007008.1	OG0000006.561	OG0002052.0
-1.1886933885302189	-1.1584293626044828	-2.4181185363086657	-0.17266872938773947	-0.3224692069925579
OG0018050.0	OG0002078.0	OG0000834.30	OG0001480.22	OG0000018.289
-2.023856359953367	-1.831357964441161	-0.5610684580654551	-1.6029637591278236	-0.18885782633069192
OG0001455.24	OG0002065.0	OG0008224.0	OG0000056.0	OG0001320.26
-1.5881399262621803	-0.5741110659756957	-2.8303315004769143	0.25229454120183664	-0.7653760586361444
OG0001228.1	OG0000002.1788	OG0000367.3	OG0000755.4
-1.0300298988406835	0.2893623404769398	-1.498586333124219	-0.7848805754827048
OG0014752.4	OG0000018.289	OG0001073.24	OG0000803.36	OG0002009.0
-0.9928044985957962	-0.18885782633069192	-0.8986188576449755	-1.7466157641999256	-0.9551163217602352
OG0000054.0	OG0001735.3	OG0000592.34	OG0004634.3	OG0001273.24
-0.11450372678347603	-2.0588936890535687	-0.6237096166629484	-2.8426975336810263	-1.4607667291339643
OG0001401.24	OG0001292.1	OG0000242.29	OG0000082.1
-0.9708651959469772	-1.3147325934831586	-1.1313132346778652	-0.853866171106625
OG0001453.1	OG0005637.0	OG0000512.25	OG0001097.24	OG0000082.1
-0.9825056205407275	-1.940091010981315	-1.0667295284676728	-1.0667295284676728	-0.853866171106625
OG0001003.24	OG0000000.3448	OG0000941.24	OG0001394.24	OG0000056.0
-0.8541269383989551	-1.5215976219627267	-0.5399389790226586	-1.0362299689292374	0.25229454120183664
OG0001863.0	OG0000002.1788	OG0001313.24	OG0007346.4	OG0001321.26
-1.0655212410931172	0.2893623404769398	-1.9290611786565626	-1.8323851592448888	-0.2278609687786466
OG0001303.26	OG0000283.91	OG0001468.24	OG0000977.1	OG0000082.1
-0.6794575575715407	-3.001154617941492	-1.115597447016313	-0.49960583358420474	-0.853866171106625
OG0001915.0	OG0002097.0	OG0000001.1420	OG0000828.16	OG0014341.0
-1.0908029370083125	-0.5777669993169522	-0.01727103870140411	-0.5756153284619034	-0.5698217955621689
OG0001055.24	OG0001259.24	OG0016178.1	OG0000038.0	OG0001186.24
-2.2155797753822157	-1.5133371067473864	-1.8777911382997707	-0.5428785420499038	-0.752437002928646
OG0000935.24	OG0001798.0	OG0000018.289	OG0001346.24
-1.5955328032369107	-0.7846320277965205	-0.18885782633069192	-1.2515387669959646
OG0000007.976	OG0016144.4	OG0001460.24	OG0000948.24	OG0001820.0
-0.24982229440694287	-2.142417044615852	-1.67116353577046	-1.0203404482841756	-0.3980183001673634
OG0001169.24	OG0005772.1	OG0002104.0	OG0000018.289	OG0001402.24
-1.2598063829795652	-0.815529263359908	-1.4481148965282753	-0.18885782633069192	-0.588573754273535
OG0001234.24	OG0001339.1	OG0001329.24	OG0000026.45
0.7858434550071156	-0.8213809574666819	-1.1012885820105052	-0.1413028099616662
OG0000010.475	OG0012731.2	OG0000600.26	OG0001000.24	OG0001063.0
0.007339046008161679	-1.941198646383814	-1.1446480989180383	-0.43791635730384093	-0.35052249446826406
OG0002024.0	OG0001998.0	OG0001629.5	OG0000001.1420
-0.7022803279564871	-0.8285369439974191	0.5783107928487263	-0.01727103870140411
OG0000054.0	OG0000637.34	OG0001399.24	OG0000906.25
-0.11450372678347603	-0.9974054832915477	-1.3168874781868323	-1.335699214659963
OG0001508.1	OG0001076.24	OG0002054.0	OG0000032.252
-1.2155797753822157	-1.4855999609633836	-0.4835813583661318	-0.3082871842179762
OG0000002.1788	OG0000948.24	OG0014691.1	OG0000834.30	OG0001252.1
0.2893623404769398	-1.0203404482841756	-1.9607212046486326	-0.5610684580654551	-0.705570397890672
OG0000054.0	OG0000860.24	OG0002055.0	OG0001335.24
-0.11450372678347603	-1.542458237592193	-0.7717662004399319	-1.8730271437422348
OG0002174.0	OG0000038.0	OG0001313.24	OG0001139.24	OG0001617.1
-0.9776676999019436	-0.5428785420499038	-1.9290611786565626	-1.3789444967002604	-2.4258500394902978
OG0007307.2	OG0001122.1	OG0001859.0	OG0001364.24	OG0000012.918
-1.7470999712999193	-1.6095524220066895	-1.3529157873710465	-0.4322598698054027	-0.17576167339628612
OG0000054.0	OG0001394.24	OG0000822.0	OG0002080.0	OG0019409.0
-0.11450372678347603	-1.0362299689292374	-1.0892673380970874	-0.8831029817117376	-2.186393225126173
OG0001307.24	OG0000026.45	OG0001247.24	OG0016180.0	OG0002058.0
-0.8344417455388263	-0.1413028099616662	-1.117787378107137	-1.2529134169721818	-1.13764780046798
OG0000054.0	OG0002051.0	OG0000976.24	OG0006508.0	OG0001553.14
-0.11450372678347603	-0.24127043154213737	-0.8377899636856931	-1.0991235338421013	-0.6452093507689292
OG0000011.1	OG0001246.24	OG0002027.0	OG0001309.24
0.5140970048942337	-0.9711479941525065	-1.0969617298870882	-1.0619024389259069
OG0001085.24	OG0018011.0	OG0002138.0	OG0000830.1	OG0000032.252
-1.1475216763576135	-1.3298848187157055	-2.6038405109268457	-1.0144995696951151	-0.3082871842179762
OG0012729.10	OG0002252.0	OG0001460.24	OG0000038.0	OG0001649.0
-3.4656196051699193	-0.9700171337842857	-1.67116353577046	-0.5428785420499038	-1.6877995373623218
OG0002122.0	OG0008678.1	OG0000002.1788	OG0001456.24	OG0001070.26
-1.0758240850034457	-1.8160371651574052	0.2893623404769398	-1.0914176345211863	-0.8208711712278477
OG0001246.24	OG0014555.2	OG0002128.0	OG0000001.1420	OG0001184.24
-0.9711479941525065	-2.046325015550513	-0.8147677457698391	-0.01727103870140411	-1.2185983177755109
OG0001996.0	OG0002096.0	OG0001162.22	OG0000001.1420
-0.9434164716336325	-1.2536012334528568	-0.5378429521526054	-0.01727103870140411
OG0002063.0	OG0010970.0	OG0000056.0	OG0001249.1	OG0001263.26
-1.023856359953367	-1.872498780784163	0.25229454120183664	-1.3842070691255697	-1.0667295284676728
OG0002134.0	OG0000861.24	OG0008758.2	OG0000038.0	OG0000853.1
-0.6766875822420972	-0.7195187256993765	-1.3459311372709193	-0.5428785420499038	-0.6510877590058004
OG0000397.30	OG0001244.24	OG0000082.1	OG0012951.0	OG0000415.0
-1.140189435198705	-1.0794780212096609	-0.853866171106625	-1.3894889083338913	-0.8627588082884077
OG0000915.28	OG0001584.0	OG0000082.1	OG0001137.24
-1.3838305338132693	-1.176902852650796	-0.853866171106625	-1.037413961643117
OG0000816.36	OG0001226.24	OG0001167.24	OG0000082.1
-1.1143475487004126	-1.2719488921795712	-1.4779442508390357	-0.853866171106625
OG0000007.976	OG0002151.0	OG0001382.24	OG0010981.0	OG0001954.0
-0.24982229440694287	-0.22145497419719512	-1.600774207879062	-1.3673595241343683	-0.7485535684414182
OG0001226.24	OG0000820.2	OG0000678.1	OG0000032.252	OG0011573.0
-1.2719488921795712	-0.6833908156721769	-0.951205819739195	-0.3082871842179762	-1.324093762105477
OG0001996.0	OG0001095.25	OG0000615.1	OG0020744.0	OG0000056.0
-0.9434164716336325	-0.25980638297956504	-1.113098732313508	-2.199586687361243	0.25229454120183664
OG0007618.0	OG0000026.45	OG0002036.0	OG0001162.22	OG0001271.1
-2.1610079067062595	-0.1413028099616662	-0.5435092284166207	-0.5378429521526054	-1.4477213090095638
OG0000054.0	OG0002159.0	OG0002174.0	OG0002214.0
-0.11450372678347603	-0.521804742060834	-0.9776676999019436	-0.5193212612452015
OG0000011.1	OG0002083.0	OG0002070.0	OG0001172.24
0.5140970048942337	-0.3402580727822305	-0.9779518348198268	-1.4096614668209126
OG0001149.24	OG0001999.0	OG0000936.24	OG0000056.0
-1.7083964419694353	-0.5139550074096504	-1.1319454411037966	0.25229454120183664
OG0000919.32	OG0000002.1788	OG0001000.24	OG0001319.1
-1.0944950568503844	0.2893623404769398	-0.43791635730384093	-0.5764756117556651
OG0002102.0	OG0001245.24	OG0013173.1	OG0000001.1420	OG0000803.36
-2.3503385593573003	-1.0643139648378215	-3.22431729826094	-0.01727103870140411	-1.7466157641999256
OG0000007.976	OG0002102.0	OG0002003.1	OG0001637.1
-0.24982229440694287	-2.3503385593573003	-1.3129393116601078	-0.5838088061047857
OG0000002.1788	OG0011000.0	OG0001030.26	OG0002003.1	OG0002070.0
0.2893623404769398	-1.6529013293777317	-0.947305888696155	-1.3129393116601078	-0.9779518348198268
OG0009195.0	OG0000975.0	OG0000002.1788	OG0000860.24	OG0001029.24
-2.016249351645075	-0.42876006879851164	0.2893623404769398	-1.542458237592193	-0.640029111663249
OG0002050.0	OG0000347.80	OG0001142.24	OG0007932.0	OG0000006.561
-1.1440103026915194	-1.2722973271627618	-1.4671344968936753	-1.9406447223835788	-0.17266872938773947
