OG0000119.0	OG0005996.10	OG0005056.1	OG0000236.1	OG0003860.1	OG0000206.0	OG0020019.0	OG0006158.4	OG0012897.4	OG0006752.0	OG0007639.25	OG0000213.256	OG0000098.0	OG0011985.2	OG0001607.2	OG0008342.0	OG0000751.0	OG0044466.0	OG0003342.16	OG0000551.2	OG0007639.5	OG0002309.26	OG0000236.122	OG0007127.0	OG0000264.1	OG0005266.0	OG0005326.0	OG0008341.0	OG0001844.24	OG0009857.2	OG0012896.0	OG0029057.0	OG0000318.0	OG0004205.0	OG0002590.0	OG0003991.2	OG0008335.19	OG0000456.0	OG0000236.19	OG0005400.0	OG0000833.0	OG0016785.2	OG0013218.3	OG0000320.0	OG0000324.0	OG0053812.0	OG0002988.0	OG0004314.0	OG0019212.0	OG0005741.0	OG0015105.0	OG0000834.15	OG0000834.30	OG0004135.0	OG0007845.0	OG0000920.27	OG0002488.24	OG0014302.8	OG0001764.0	OG0004226.0	OG0006225.0	OG0014817.2	OG0029060.0	OG0000213.17	OG0014065.0
259.9147	nan	1.149836	2.634276	nan	10.21038	nan	3.7446599999999997	3.753482	217.9937	1.014299	1.574972	8.051266	3.3957059999999997	3.499543	216.6372	3.3885970000000003	261.688	2.197299	1.3048469999999999	3.68361	4.498695	3.1078069999999998	1.476394	2.64771	2.874459	3.7355949999999996	3.077207	nan	3.784076	3.4038019999999998	3.243088	nan	1.489522	1.2383879999999998	1.6088360000000002	1.48171	3.7906	270.1745	1.920771	3.26727	1.8064360000000002	4.610297	264.401	45.09814	nan	2.0651189999999997	3.399834	1.437447	1.302391	3.3731430000000002	1.455826	2.513413	nan	1.447566	nan	nan	1.482285	217.8214	170.6809	262.0166	170.3373	2.27727	1.540035	2.116192
OG0027446.0	OG0002054.0	OG0008699.6	OG0007491.0	OG0008456.0	OG0000967.4	OG0046646.0	OG0048866.0	OG0046559.0	OG0006068.0	OG0024454.0	OG0028170.0	OG0046918.0	OG0023208.0	OG0016932.4	OG0056819.0	OG0001056.26	OG0053883.0	OG0001146.1	OG0046393.0	OG0010818.3	OG0028872.0	OG0009812.0	OG0001474.0	OG0003181.15	OG0026973.0	OG0049173.0	OG0024598.0	OG0011954.3	OG0018191.6	OG0012536.0	OG0053815.0	OG0002069.0	OG0003147.0	OG0007773.2	OG0038680.0	OG0034473.0	OG0018434.3	OG0046072.0	OG0016686.7	OG0014616.0	OG0004031.26	OG0041781.0	OG0002440.16	OG0000608.0	OG0016433.4	OG0047363.0	OG0057571.0	OG0015729.7	OG0018359.4	OG0028459.0	OG0047077.0	OG0020566.0	OG0000047.2	OG0004798.0	OG0041673.0	OG0015212.3	OG0016652.4	OG0019531.0	OG0021648.0	OG0001333.24	OG0001943.0	OG0015388.2	OG0017399.3	OG0012865.13
1.48724	nan	4.601373000000001	149.3487	1.120275	0.9147386999999999	257.8089	2.372451	268.2136	3.7826230000000005	2.820926	3.8058400000000003	257.6765	2.8195810000000003	1.1196549999999998	2.525258	nan	2.549387	nan	253.81799999999998	2.667215	2.489966	7.328684	3.571331	13.218739999999999	3.260765	2.3852849999999997	2.9989220000000003	3.117818	2.540395	3.1078069999999998	2.6059240000000004	nan	nan	4.629778	nan	1.310522	1.449634	263.9477	267.3126	1.072899	4.614161	3.2617	11.7274	0.9226931999999999	3.056478	3.3802440000000002	2.80373	2.4079	nan	1.08766	3.3635900000000003	2.058955	2.8559639999999997	2.71271	3.2542169999999997	3.031097	2.64472	2.748056	1.452976	nan	nan	1.609126	2.666251	252.5859
OG0000160.4	OG0045340.0	OG0007642.2	OG0011005.1	OG0004895.0	OG0002108.0	OG0006220.13	OG0012903.2	OG0009069.4	OG0043556.0	OG0008321.0	OG0012990.0	OG0046775.0	OG0003408.0	OG0027826.0	OG0016800.2	OG0028848.0	OG0020818.0	OG0013225.2	OG0000600.151	OG0018772.6	OG0046772.0	OG0027443.0	OG0035581.0	OG0046612.0	OG0016661.3	OG0014029.8	OG0000829.5	OG0047049.0	OG0035551.0	OG0006890.0	OG0001480.22	OG0002261.32	OG0014627.8	OG0021271.0	OG0024983.0	OG0043922.0	OG0012879.6	OG0045546.0	OG0009796.0	OG0029039.0	OG0004150.0	OG0044375.0	OG0007219.4	OG0007310.0	OG0007468.0	OG0030139.0	OG0001335.24	OG0002026.0	OG0060544.0	OG0005175.0	OG0000394.176	OG0009952.5	OG0016838.2	OG0019120.5	OG0010639.2	OG0002462.10	OG0004649.2	OG0044658.0	OG0007559.0	OG0026325.0	OG0002675.15	OG0008515.4	OG0001827.0	OG0020938.0
nan	254.9432	4.6126190000000005	1.7368919999999999	168.0162	nan	3.784076	3.52985	4.6215839999999995	1.495862	188.2433	1.013651	271.8747	46.02463	259.373	2.054348	2.515965	3.344417	1.314042	3.379257	3.2954449999999995	255.1602	1.4824540000000002	2.809926	262.1675	3.3700870000000003	1.3892930000000001	nan	3.3657739999999996	2.821501	218.1888	nan	13.955739999999999	3.138608	nan	1.29529	2.753031	2.9849360000000003	268.193	0.5183312	3.787625	215.3714	1.439749	1.27429	217.4838	0.7067894	2.735144	nan	nan	1.510622	170.4387	2.079755	2.163672	nan	2.645773	2.8904400000000003	1.8365740000000002	13.947239999999999	1.8779669999999997	4.609828	3.357849	2.878677	2.248497	0.17624779999999998	nan
OG0047132.0	OG0003392.0	OG0034478.0	OG0009970.2	OG0045651.0	OG0002228.0	OG0014810.0	OG0027912.0	OG0007806.7	OG0018840.3	OG0004632.0	OG0001613.24	OG0054094.0	OG0044270.0	OG0021607.0	OG0006501.0	OG0012399.2	OG0027754.0	OG0011874.16	OG0056896.0	OG0009864.16	OG0014687.1	OG0057146.0	OG0008446.0	OG0005961.0	OG0000331.36	OG0049137.0	OG0026984.0	OG0015682.1	OG0018378.2	OG0046160.0	OG0047010.0	OG0012342.2	OG0034891.0	OG0005800.0	OG0012320.0	OG0019266.0	OG0002388.0	OG0015857.4	OG0010989.14	OG0038019.0	OG0047487.0	OG0004679.0	OG0041754.0	OG0009451.3	OG0001255.26	OG0000549.1	OG0003771.0	OG0057379.0	OG0015004.6	OG0004960.0	OG0057118.0	OG0046351.0	OG0019005.1	OG0025876.0	OG0002473.24	OG0016000.4	OG0005158.0	OG0034294.0	OG0019236.0	OG0022477.0	OG0002814.39	OG0027772.0	OG0045318.0	OG0013344.4
3.348821	1.725998	1.318141	1.145601	261.4931	1.442337	8.213123	3.38974	0.9415343	3.2859309999999997	20.4724	2.076478	2.505033	2.901539	2.758007	214.9113	2.85989	260.8858	263.457	2.53769	2.963745	8.030384	1.512967	1.787252	3.9098889999999997	nan	2.376992	3.290325	3.370578	3.796553	256.05400000000003	3.356644	4.595785	2.224475	nan	1.6180649999999999	1.441645	4.331275	2.985796	2.634886	2.792091	3.381192	9.600994	nan	261.0773	nan	19.3121	nan	2.6671009999999997	70.02757	5.532083999999999	1.499195	256.7729	1.8007819999999999	nan	213.81599999999997	2.405585	0.9085219000000001	1.298889	1.459593	2.357673	4.455483	263.0987	260.9886	3.2785919999999997
OG0020749.0	OG0014557.8	OG0044747.0	OG0009845.0	OG0000610.0	OG0013519.0	OG0026949.0	OG0002931.1	OG0060396.0	OG0046264.0	OG0018799.3	OG0009193.0	OG0024538.0	OG0000343.0	OG0006557.0	OG0029576.0	OG0000412.1	OG0044317.0	OG0012099.0	OG0046299.0	OG0005462.2	OG0014524.2	OG0000615.1	OG0007718.2	OG0043849.0	OG0047969.0	OG0027042.0	OG0002907.5	OG0002553.2	OG0004774.1	OG0022580.0	OG0047492.0	OG0001578.0	OG0021911.0	OG0035007.0	OG0045470.0	OG0003821.20	OG0013311.4	OG0035709.0	OG0006457.2	OG0016031.0	OG0019987.0	OG0043650.0	OG0018015.0	OG0022753.0	OG0018898.1	OG0001207.24	OG0043935.0	OG0007942.0	OG0005584.0	OG0044660.0	OG0004576.6	OG0004597.2	OG0045685.0	OG0008512.0	OG0008299.8	OG0028135.0	OG0005112.6	OG0057459.0	OG0001398.24	OG0007507.0	OG0057423.0	OG0016057.0	OG0020602.0	OG0025141.0
2.428074	1.1139709999999998	1.8628259999999999	1.968811	4.57338	1.213551	3.258341	1.9650990000000002	1.522872	255.0035	3.269259	5.271819	3.066062	4.3776980000000005	219.013	1.438593	3.414451	2.518103	2.705669	262.0302	11.10004	1.692822	nan	8.988828999999999	2.5239439999999997	3.793586	1.896737	9.995633	nan	13.94006	2.681508	3.370026	4.196662	1.462504	2.226436	263.6517	1.478537	3.723361	1.313857	3.647736	0.9741098	1.4510020000000001	1.4892370000000001	8.075394000000001	nan	1.611652	nan	2.737984	5.361803	nan	1.874593	2.842235	6.338925	260.4744	1.192854	nan	3.799779	nan	2.672596	nan	3.7038870000000004	2.481796	nan	1.657101	1.306006
OG0007064.16	OG0045448.0	OG0046664.0	OG0007516.0	OG0002586.25	OG0001320.26	OG0012779.2	OG0005728.0	OG0047199.0	OG0022421.0	OG0023002.0	OG0015817.7	OG0016444.1	OG0035644.0	OG0001796.6	OG0056973.0	OG0007680.12	OG0017143.5	OG0017637.2	OG0006430.3	OG0004154.30	OG0046948.0	OG0001961.2	OG0024646.0	OG0014988.0	OG0002914.0	OG0014695.4	OG0041541.0	OG0008091.0	OG0008671.0	OG0034699.0	OG0002691.92	OG0030150.0	OG0011493.6	OG0028106.0	OG0019044.4	OG0016849.4	OG0006090.0	OG0005016.1	OG0008068.0	OG0053909.0	OG0000606.2	OG0007150.0	OG0019771.0	OG0046074.0	OG0014782.0	OG0034540.0	OG0019377.0	OG0003163.26	OG0006291.0	OG0008339.0	OG0020514.0	OG0001349.1	OG0035839.0	OG0002295.9	OG0044759.0	OG0016204.2	OG0035765.0	OG0004025.11	OG0019407.0	OG0006776.0	OG0002185.6	OG0009893.3	OG0002530.5	OG0044593.0
2.372897	255.1655	260.9281	0.3536233	5.0280569999999996	nan	nan	213.8617	3.375514	3.790745	3.381906	nan	3.030506	2.8646849999999997	nan	2.675494	1.6845849999999998	3.7721419999999997	3.41889	2.964528	212.8405	264.6125	nan	1.437835	1.0935030000000001	0.31790999999999997	8.132347	nan	5.614766	3.082528	1.461885	3.0965830000000003	2.5816169999999996	nan	3.740043	3.3511519999999995	3.043145	6.760908000000001	4.661953	1.856675	2.4182240000000004	nan	1.380642	1.48655	nan	2.346145	1.446033	2.0192900000000003	116.2499	26.232409999999998	4.5958760000000005	2.402213	nan	1.312902	nan	1.878308	2.330555	1.294342	0.9814245999999999	2.642623	nan	1.985132	0.5160191	0.9563295	1.857073
OG0034900.0	OG0000733.1	OG0024503.0	OG0027817.0	OG0008452.24	OG0013756.9	OG0003181.15	OG0007451.0	OG0006277.13	OG0003556.1	OG0003125.10	OG0004612.0	OG0017450.2	OG0010757.0	OG0006191.0	OG0025433.0	OG0022626.0	OG0022831.0	OG0008742.0	OG0027842.0	OG0008754.0	OG0044763.0	OG0000124.2	OG0008582.0	OG0014736.2	OG0020588.0	OG0008291.14	OG0027926.0	OG0016600.5	OG0023040.0	OG0000238.42	OG0003905.3	OG0037882.0	OG0048961.0	OG0028440.0	OG0014524.2	OG0000004.842	OG0006498.0	OG0003438.0	OG0015773.2	OG0022228.0	OG0046859.0	OG0002715.12	OG0060517.0	OG0012980.2	OG0049152.0	OG0037825.0	OG0054009.0	OG0046184.0	OG0005425.0	OG0001504.24	OG0026278.0	OG0003736.12	OG0044753.0	OG0022681.0	OG0014704.4	OG0007036.2	OG0000218.1	OG0002308.0	OG0027509.0	OG0024464.0	OG0035665.0	OG0000785.2	OG0047605.0	OG0013107.7
2.233444	3.7960809999999996	1.15737	nan	1.503915	3.281164	13.218739999999999	nan	3.357522	21.30105	44.5951	1.1298780000000002	3.7724480000000002	4.615461	217.7098	1.529556	3.7721709999999997	1.449594	3.668439	258.5478	0.830924	1.869736	nan	2.519543	1.7290419999999997	1.427805	1.74226	3.3596690000000002	nan	2.0054	20.489710000000002	1.496828	3.102793	2.340297	2.381084	1.692822	259.665	220.6703	45.04999	3.776304	3.4603099999999998	252.8925	1.562624	nan	2.069646	2.359937	nan	2.666245	257.4605	1.3370799999999998	1.458468	4.35626	0.914467	1.8619700000000001	nan	7.987781	20.55291	0.5459537	3.528915	3.445822	2.9852090000000002	1.309339	nan	3.3633019999999996	1.50072
OG0004309.0	OG0003230.0	OG0004603.0	OG0010633.17	OG0024363.0	OG0046337.0	OG0004623.10	OG0014799.4	OG0006212.0	OG0008993.0	OG0003233.6	OG0003207.2	OG0000398.15	OG0046591.0	OG0012048.12	OG0020816.0	OG0000212.0	OG0022418.0	OG0005054.8	OG0043608.0	OG0017009.2	OG0046755.0	OG0010105.0	OG0020756.0	OG0060544.0	OG0046177.0	OG0016856.2	OG0010953.4	OG0019986.0	OG0025225.0	OG0021916.0	OG0013931.2	OG0013289.6	OG0022228.0	OG0007066.10	OG0018033.0	OG0000001.969	OG0007882.4	OG0048128.0	OG0009980.2	OG0045709.0	OG0029087.0	OG0013782.0	OG0004538.6	OG0041508.0	OG0029245.0	OG0002180.24	OG0006645.0	OG0022924.0	OG0019048.6	OG0000135.44	OG0012059.8	OG0000209.2	OG0024957.0	OG0047531.0	OG0043854.0	OG0048982.0	OG0019220.0	OG0041706.0	OG0012871.0	OG0038084.0	OG0012303.7	OG0045723.0	OG0017933.2	OG0002027.0
117.455	2.2801419999999997	14.03633	3.330993	2.4533099999999997	258.5143	0.9870076999999999	8.208142	nan	1.308409	1.204808	25.95641	2.756584	265.3933	258.5101	3.753482	0.9440655000000001	1.51744	nan	nan	2.0513169999999996	256.2156	1.074395	nan	1.510622	nan	2.036216	4.642728	1.7901340000000001	2.690768	2.1350439999999997	3.38297	2.660126	3.4603099999999998	5.361494	3.52921	1.53643	3.247018	3.779072	2.259506	267.1537	3.7499580000000003	1.8567619999999998	0.31852659999999994	3.290084	1.516274	4.794668	217.544	1.4353639999999999	3.32807	217.4336	259.4081	nan	1.290354	3.370654	2.773634	2.374207	1.434243	3.284347	2.957748	2.819522	258.5561	257.6703	1.655411	nan
OG0045607.0	OG0022938.0	OG0027737.0	OG0045500.0	OG0000251.0	OG0000529.60	OG0000111.164	OG0018382.0	OG0003260.6	OG0007323.1	OG0022788.0	OG0041714.0	OG0053977.0	OG0043586.0	OG0056769.0	OG0001077.24	OG0006450.8	OG0006123.2	OG0011240.3	OG0014153.0	OG0025083.0	OG0012825.2	OG0027659.0	OG0057431.0	OG0024723.0	OG0006174.0	OG0000022.126	OG0027826.0	OG0014942.0	OG0004092.59	OG0028142.0	OG0015313.1	OG0024788.0	OG0024778.0	OG0008234.0	OG0013125.2	OG0015986.7	OG0026542.0	OG0057202.0	OG0048102.0	OG0007345.0	OG0000436.0	OG0010117.20	OG0019444.0	OG0010747.10	OG0013247.0	OG0019740.0	OG0048913.0	OG0007671.2	OG0015121.5	OG0002083.0	OG0013525.0	OG0025381.0	OG0028263.0	OG0025710.0	OG0006463.10	OG0003085.8	OG0007485.0	OG0013811.6	OG0012157.2	OG0000793.0	OG0000850.12	OG0012529.11	OG0045137.0	OG0027538.0
260.1295	1.43899	262.3297	nan	1.5115610000000002	nan	nan	0.9597916	3.760522	4.6027	1.4458090000000001	3.2936330000000003	2.6078	nan	2.691932	nan	146.7926	5.6090800000000005	3.7753160000000006	nan	2.397466	1.864742	1.240691	2.709215	6.4714529999999995	6.605625999999999	4.448589	259.373	17.183410000000002	2.230701	3.7823519999999995	1.69547	2.2219830000000003	2.209473	19.89797	nan	1.494234	1.524062	1.501072	3.780046	4.182828	22.74568	2.374129	2.741989	1.648152	4.556467	2.23265	nan	20.3584	258.1314	nan	1.9980470000000001	256.1105	nan	3.054408	3.219753	46.14912	5.324399	1.468149	1.106414	0.613934	nan	2.701077	260.1309	1.501395
OG0045170.0	OG0026294.0	OG0001993.0	OG0024668.0	OG0057530.0	OG0016808.2	OG0000501.29	OG0011968.0	OG0035748.0	OG0025765.0	OG0004097.3	OG0037867.0	OG0011148.0	OG0014766.3	OG0003169.0	OG0021287.0	OG0004170.0	OG0006172.11	OG0009904.2	OG0020250.0	OG0001239.26	OG0004432.0	OG0057313.0	OG0029087.0	OG0038634.0	OG0010695.0	OG0021987.0	OG0002490.3	OG0034803.0	OG0004655.2	OG0016443.7	OG0004044.36	OG0000709.149	OG0006574.0	OG0015717.8	OG0006937.4	OG0001137.24	OG0019048.6	OG0047051.0	OG0004309.0	OG0034530.0	OG0024493.0	OG0007394.2	OG0005903.2	OG0006579.6	OG0003668.0	OG0003020.3	OG0022914.0	OG0060462.0	OG0013320.11	OG0028251.0	OG0016801.6	OG0006375.0	OG0048813.0	OG0016090.0	OG0007751.0	OG0007936.6	OG0024233.0	OG0014006.0	OG0004343.18	OG0001692.24	OG0018067.2	OG0054024.0	OG0008325.2	OG0019484.0
255.5892	1.627317	nan	1.44976	2.8065439999999997	2.062447	nan	nan	1.2808540000000002	3.4070110000000002	17.22565	3.059724	4.727093	8.157061	0.43743540000000003	2.041264	2.197118	3.194498	0.9356827	2.4047970000000003	nan	116.95700000000001	1.517695	3.7499580000000003	3.3700370000000004	4.650275	nan	220.5619	2.216898	172.6313	3.051504	214.4255	3.3496349999999997	219.4391	2.5123860000000002	nan	nan	3.32807	nan	117.455	1.453488	1.456525	nan	1.881559	5.543413	3.6866779999999997	3.4720720000000003	1.422771	1.5145389999999999	1.861243	3.7588440000000003	1.429278	1.9995939999999999	2.339627	1.425263	3.2598849999999997	5.247397	nan	2.994163	3.644158	3.767351	8.098258999999999	2.5533	263.5651	nan
