OG0004324.0	OG0000177.8	OG0002346.16	OG0022826.0	OG0002252.0	OG0001967.0	OG0000835.7	OG0000606.2	OG0006400.2	OG0000019.257	OG0006804.0
-1.2273541969073074	nan	nan	-1.3264435760098554	nan	-2.168122758808327	-1.39744810252834	-1.7197563041339832	-1.7304880300950012	nan	-2.541198058410986
OG0007699.0	OG0002700.0	OG0001604.2	OG0000888.24	OG0001802.47	OG0000350.8	OG0014165.3	OG0003343.2	OG0005276.0	OG0000579.24	OG0000046.1
-1.5240850278218214	-1.4367442285670111	-1.2399068255418602	nan	-1.857259827883918	-1.4106200045220358	nan	-1.8703872618695307	nan	-2.437525541903675	-1.8884344550404824
OG0001416.0	OG0002674.20	OG0000139.0	OG0005040.3	OG0001091.2	OG0046049.0	OG0000214.0	OG0001730.2	OG0002471.0	OG0005162.0	OG0005908.0
-1.3262626851512536	nan	-1.3134770621940925	nan	nan	nan	-1.342634384441633	-1.1250063610670327	-1.911586990273275	nan	nan
OG0002674.20	OG0000090.24	OG0001471.24	OG0000524.1	OG0003607.0	OG0027548.0	OG0002626.26	OG0010587.0	OG0005086.0	OG0002487.0	OG0000046.1
nan	-1.1635910677202619	nan	-1.5794906495110967	-1.795358434389579	nan	nan	nan	nan	nan	-1.8884344550404824
OG0003960.4	OG0000990.0	OG0002821.0	OG0004169.4	OG0005653.0	OG0044930.0	OG0002862.0	OG0000407.1	OG0000973.2	OG0000310.18	OG0008579.6
-1.093263300070425	-1.3269863847103913	-2.582944140186851	-1.4876213919244545	nan	nan	-3.4153453070548974	-1.9478623766648246	nan	-2.038598926835721	nan
OG0000139.0	OG0002353.2	OG0006146.0	OG0024735.0	OG0006346.0	OG0000894.25	OG0009977.0	OG0003689.1	OG0002209.38	OG0000861.24	OG0000198.0
-1.3134770621940925	-3.4992387304179724	nan	nan	nan	nan	nan	nan	-1.870651032789159	-1.673922915076869	-1.1800048971636254
OG0017198.1	OG0000081.1	OG0003540.0	OG0003823.8	OG0002248.0	OG0015302.0	OG0003714.0	OG0001659.0	OG0000581.0	OG0007702.0	OG0000343.0
nan	-2.319045586354241	-2.12784104277106	nan	nan	nan	-1.817053505488898	-0.9963977633198045	-1.4177330466494877	nan	-1.7612131404128835
OG0000112.0	OG0000539.1	OG0003167.0	OG0001351.24	OG0000420.0	OG0002676.20	OG0045854.0	OG0000268.1	OG0006386.0	OG0009815.0	OG0001664.2
-0.9847879149314968	-1.5051236200544857	nan	nan	-1.340440727089101	nan	nan	-1.6780719051126376	nan	nan	-2.2508519328764036
OG0000677.1	OG0026990.0	OG0000192.0	OG0001849.0	OG0000779.1	OG0010712.0	OG0000188.1	OG0002841.0	OG0002974.24	OG0012675.2	OG0003343.2
nan	nan	-1.450478679210362	nan	-2.1552126499209403	nan	-1.6386807984427838	nan	nan	nan	-1.8703872618695307
OG0003925.0	OG0001415.1	OG0026279.0	OG0003825.26	OG0001701.8	OG0007260.0	OG0000196.0	OG0000276.72	OG0002572.0	OG0004024.2	OG0000579.24
-1.059795655347961	-1.7607241741174424	nan	nan	-1.3366098345481074	nan	-0.9524616112366394	-1.9293358992212104	-1.029588054610527	0.6799642008062252	-2.437525541903675
OG0000901.0	OG0001831.0	OG0005927.14	OG0000866.110	OG0000187.1	OG0004081.1	OG0002442.0	OG0000290.0	OG0005615.0	OG0001659.0	OG0000771.24
nan	nan	nan	nan	-1.1731566483510358	-1.9121298670589428	-1.2845458728842822	-1.172506126396202	nan	-0.9963977633198045	-1.4697294523537965
OG0000359.28	OG0002109.0	OG0003770.8	OG0003540.0	OG0035667.0	OG0003607.0	OG0002335.4	OG0008981.0	OG0000318.0	OG0000753.0	OG0003307.20
-1.7269019108215087	nan	nan	-2.12784104277106	nan	-1.795358434389579	-2.040971781056306	nan	-3.0445383960764985	-1.8298185422347497	nan
OG0000698.19	OG0001528.16	OG0008417.1	OG0010701.0	OG0000002.763	OG0000196.0	OG0002973.1	OG0013992.0	OG0001835.21	OG0000713.24	OG0001851.13
nan	-1.037413961643117	nan	nan	-1.63464340296952	-0.9524616112366394	nan	nan	-3.3004483674769105	-1.701341684435485	-1.7639054213621221
OG0000785.2	OG0002822.4	OG0004824.0	OG0048113.0	OG0006000.0	OG0001009.24	OG0005098.0	OG0000837.0	OG0000510.30	OG0007792.10	OG0002487.0
-1.6086721931563888	-1.2467377807321434	nan	nan	nan	-2.352547329945754	nan	-1.3529157873710465	-1.5842413334775023	nan	nan
OG0004842.6	OG0004136.2	OG0000588.0	OG0011295.0	OG0001467.10	OG0005646.0	OG0000180.0	OG0000637.34	OG0002554.10	OG0017834.1	OG0000107.44
nan	-1.001154617941492	-2.128787175742486	nan	-1.576475611755665	nan	-1.106560122683883	nan	-1.3714596807372397	nan	-1.5955328032369107
OG0000671.12	OG0001653.23	OG0002519.0	OG0004141.18	OG0000518.24	OG0000589.0	OG0006546.0	OG0001378.24	OG0057012.0	OG0000107.44	OG0000110.3
-2.313297789743922	-1.9691413262891855	nan	nan	-1.4198545155766198	-1.8445098022524378	-1.7631706645136003	nan	nan	-1.5955328032369107	-1.02591127235414
OG0001289.1	OG0001731.4	OG0010684.0	OG0000175.4	OG0001701.8	OG0000349.0	OG0000504.24	OG0044103.0	OG0007079.10	OG0002922.0	OG0005892.2
nan	-1.5568177330077777	nan	-2.84684321193858	-1.3366098345481074	-2.168122758808327	-1.2629189948469006	nan	nan	-1.269338308728433	nan
OG0000090.24	OG0006167.0	OG0000584.0	OG0002134.0	OG0003097.12	OG0005916.0	OG0002554.10	OG0001659.0	OG0030014.0	OG0001561.0	OG0002311.24
-1.1635910677202619	nan	-2.034160316911986	nan	nan	nan	-1.3714596807372397	-0.9963977633198045	nan	-1.9945281487899404	-2.441438468199543
OG0000034.305	OG0002020.0	OG0003620.0	OG0003905.18	OG0011320.4	OG0001653.23	OG0005150.0	OG0001525.51	OG0053811.0	OG0000700.36	OG0000310.18
-1.5583040625654305	nan	-1.317246938769454	nan	nan	-1.9691413262891855	-0.2149098450052418	-2.7211825969252788	nan	-2.4579896444633906	-2.038598926835721
OG0001020.31	OG0000349.0	OG0003984.0	OG0011470.0	OG0005210.0	OG0034296.0	OG0000147.0	OG0001403.24	OG0000453.2	OG0005098.0	OG0003239.9
-2.4819685073978306	-2.168122758808327	-2.853084151912725	0.581206608836821	nan	nan	-3.2529134169721816	nan	-2.134793803412827	nan	nan
OG0003320.8	OG0006635.0	OG0000473.17	OG0004843.6	OG0003865.0	OG0000894.25	OG0000320.0	OG0000169.16	OG0005742.0	OG0019260.0	OG0000121.14
nan	nan	-2.143691510282557	nan	-1.7769482116315585	nan	-2.308287184217976	-1.3980183001673634	nan	nan	-2.072786191607015
OG0001959.2	OG0000090.24	OG0000405.0	OG0005230.0	OG0002729.16	OG0003686.4	OG0000589.0	OG0014589.0	OG0000302.34	OG0005076.4	OG0045034.0
nan	-1.1635910677202619	-1.2716005413289375	nan	-3.9389842253183716	-2.8437328369481967	-1.8445098022524378	-3.596317801011364	-1.68362251808027	nan	nan
OG0008158.4	OG0046300.0	OG0000187.1	OG0000519.26	OG0005150.0	OG0000285.1	OG0004868.2	OG0002209.38	OG0002119.0	OG0010744.4	OG0000536.32
-1.7715199016700827	nan	-1.1731566483510358	-0.7686904839274991	-0.2149098450052418	-1.9528804514314493	nan	-1.870651032789159	nan	nan	-1.0746081599075428
OG0000112.0	OG0034589.0	OG0005610.8	OG0010302.3	OG0001517.22	OG0001467.10	OG0004307.0	OG0001512.12	OG0002863.0	OG0000336.0	OG0005652.0
-0.9847879149314968	nan	nan	nan	nan	-1.576475611755665	nan	-0.6747287292040404	nan	-1.6999348632212392	nan
OG0000112.0	OG0006835.0	OG0001668.0	OG0002000.0	OG0006188.0	OG0002304.1	OG0000214.0	OG0002862.0	OG0057288.0	OG0002885.12	OG0001661.0
-0.9847879149314968	nan	-1.6020875398230947	nan	nan	-0.9748294242650939	-1.342634384441633	-3.4153453070548974	nan	nan	-1.6757654377294688
OG0005771.0	OG0013933.5	OG0000263.57	OG0003984.0	OG0001316.24	OG0000196.0	OG0002304.1	OG0000592.34	OG0006147.3	OG0002487.0	OG0004134.8
nan	nan	-13.287712379549449	-2.853084151912725	nan	-0.9524616112366394	-0.9748294242650939	-2.4949220852483855	nan	nan	nan
OG0000206.0	OG0005310.0	OG0002621.3	OG0030144.0	OG0000575.28	OG0001609.10	OG0001812.2	OG0000592.34	OG0004556.0	OG0006023.0	OG0003639.0
-1.2494792448176701	nan	-1.0466230006885937	nan	-1.9708651959469772	-1.9023892033735776	-1.5353317329965557	-2.4949220852483855	nan	nan	-1.1539279703695422
OG0001422.30	OG0006403.0	OG0010701.0	OG0000349.0	OG0003285.0	OG0000589.0	OG0004203.0	OG0046783.0	OG0000120.105	OG0005187.0	OG0000579.24
nan	nan	nan	-2.168122758808327	-1.6038405109268454	-1.8445098022524378	-2.610873773075296	nan	-1.247080178987195	nan	-2.437525541903675
OG0007832.0	OG0000683.0	OG0000451.0	OG0001626.24	OG0001483.24	OG0000130.38	OG0004960.0	OG0038931.0	OG0000018.842	OG0011145.0	OG0005482.0
nan	-1.197930891195452	-1.2885931995541526	-0.9296106721086019	nan	-1.7041594490829646	nan	nan	-1.357714316940423	nan	-1.2025719178476868
OG0000905.14	OG0001668.0	OG0001831.0	OG0057172.0	OG0002082.0	OG0001707.6	OG0004864.0	OG0000256.24	OG0005564.0	OG0000620.31	OG0000483.0
-1.7509794897140352	-1.6020875398230947	nan	nan	nan	-0.5337644378495954	nan	-1.2655179777888146	nan	nan	-1.6780719051126376
OG0006882.0	OG0007380.20	OG0000192.0	OG0001701.8	OG0000279.0	OG0003565.14	OG0021210.0	OG0003459.2	OG0002801.16	OG0001244.24	OG0000423.2
nan	nan	-1.450478679210362	-1.3366098345481074	-1.4866103224031586	nan	nan	-0.5319902259071676	-2.179514657013621	nan	-1.24913627678066
OG0044885.0	OG0003925.0	OG0001432.24	OG0004433.4	OG0003750.8	OG0001604.2	OG0002523.0	OG0010585.2	OG0000343.0	OG0000423.2	OG0000771.24
nan	-1.059795655347961	nan	nan	-1.6077925010310299	-1.2399068255418602	-2.1228054528737617	nan	-1.7612131404128835	-1.24913627678066	-1.4697294523537965
OG0011401.0	OG0000081.1	OG0000428.54	OG0002778.0	OG0000048.382	OG0047465.0	OG0001328.24	OG0002918.1	OG0002764.20	OG0000483.0	OG0009922.0
nan	-2.319045586354241	-1.9655025358005551	-1.561068458065455	-1.9655025358005551	nan	nan	nan	nan	-1.6780719051126376	-1.6506347224057867
OG0004563.0	OG0005040.3	OG0000206.0	OG0005310.0	OG0008180.1	OG0000463.51	OG0000350.8	OG0003073.0	OG0006989.32	OG0002324.4	OG0000317.0
-2.1360615495760285	nan	-1.2494792448176701	nan	nan	-2.3823253745313187	-1.4106200045220358	-2.415037499278844	nan	nan	-1.1438508976815909
OG0013997.0	OG0000006.1	OG0004702.0	OG0001245.24	OG0020351.0	OG0004201.6	OG0000556.30	OG0002209.38	OG0000343.0	OG0000536.32	OG0009983.2
nan	-1.366987359798269	nan	nan	nan	nan	-2.107181572204967	-1.870651032789159	-1.7612131404128835	-1.0746081599075428	nan
OG0000014.1	OG0004842.6	OG0001945.2	OG0000192.0	OG0000865.1	OG0007260.0	OG0002521.0	OG0004732.0	OG0024941.0	OG0002324.4	OG0004979.3
-1.4779442508390357	nan	nan	-1.450478679210362	-0.6355396260397388	nan	-1.7762067837569675	nan	nan	nan	nan
OG0005244.10	OG0000671.12	OG0003372.6	OG0002558.0	OG0001447.24	OG0047579.0	OG0010764.0	OG0000059.133	OG0001656.2	OG0000310.18	OG0001538.6
nan	-2.313297789743922	-1.6544900757486611	-0.965220841951981	nan	nan	-2.1500807813140215	-1.2383743077975167	-1.597714408130004	-2.038598926835721	-2.582079992188035
OG0004842.6	OG0000646.28	OG0002612.0	OG0000187.1	OG0013196.4	OG0001932.0	OG0001629.5	OG0001166.24	OG0003252.0	OG0002556.2	OG0004989.0
nan	-0.22583494849358293	-1.5614942202172508	-1.1731566483510358	nan	-1.392894616241506	-1.5644780786560724	nan	nan	nan	nan
OG0006228.0	OG0001626.24	OG0000290.0	OG0000278.126	OG0002752.1	OG0004727.1	OG0001764.0	OG0035612.0	OG0005912.2	OG0000318.0	OG0000536.32
nan	-0.9296106721086019	-1.172506126396202	nan	nan	-2.1373304107316016	-3.5937028011275864	nan	nan	-3.0445383960764985	-1.0746081599075428
OG0002153.0	OG0005027.0	OG0002946.0	OG0025617.0	OG0000196.0	OG0001617.48	OG0001609.10	OG0001801.0	OG0000294.0	OG0002922.0	OG0010720.2
nan	-1.661775280010987	nan	nan	-0.9524616112366394	-2.046325015550513	-1.9023892033735776	-1.6889619699776954	-1.7437139294149082	-1.269338308728433	nan
OG0003707.0	OG0001056.26	OG0003829.0	OG0001731.4	OG0008521.4	OG0006346.0	OG0056921.0	OG0000239.0	OG0002209.38	OG0000645.36	OG0000006.1
nan	-2.7690592238760594	nan	-1.5568177330077777	nan	nan	nan	-1.5137490111158916	-1.870651032789159	-2.2095615718147994	-1.366987359798269
OG0006835.0	OG0003945.0	OG0003532.0	OG0000090.24	OG0000770.1	OG0007962.0	OG0000776.26	OG0002825.0	OG0016842.6	OG0000878.5	OG0000223.2
nan	nan	nan	-1.1635910677202619	-1.5409881355236181	nan	-1.9919434451289415	nan	nan	-1.7304880300950012	-1.4449691988177917
OG0001923.1	OG0003890.6	OG0004851.6	OG0000473.17	OG0008058.3	OG0029100.0	OG0006526.0	OG0000048.122	OG0001735.3	OG0000878.5	OG0000318.0
-0.6268251092468836	nan	nan	-2.143691510282557	nan	nan	nan	-1.505942867686318	nan	-1.7304880300950012	-3.0445383960764985
OG0000735.1	OG0000139.0	OG0004747.10	OG0004695.0	OG0020773.0	OG0000088.3	OG0002486.16	OG0000497.40	OG0002863.0	OG0000158.1	OG0007736.2
-2.76219157045438	-1.3134770621940925	nan	nan	nan	-1.4281775931667966	-1.0319461224206405	-1.4872168790826374	nan	nan	nan
OG0000359.28	OG0008613.6	OG0000841.0	OG0006411.2	OG0003987.6	OG0002863.0	OG0000575.28	OG0000638.38	OG0005216.0	OG0030109.0	OG0000802.1
-1.7269019108215087	nan	-1.7254699553283768	nan	-1.1253210507925446	nan	-1.9708651959469772	-2.6492764655589776	-1.3219280948873626	nan	nan
OG0005953.0	OG0005418.0	OG0000187.1	OG0000268.1	OG0000711.2	OG0002909.2	OG0001667.0	OG0008115.5	OG0002408.0	OG0000467.0	OG0005076.4
nan	nan	-1.1731566483510358	-1.6780719051126376	-2.7027498788282935	-1.5678957765313228	-1.7848805754827048	nan	nan	-1.3430003185059636	nan
OG0020588.0	OG0001802.47	OG0001707.6	OG0000349.0	OG0000441.96	OG0003028.0	OG0007160.0	OG0011368.6	OG0000407.1	OG0000124.174	OG0003565.14
nan	-1.857259827883918	-0.5337644378495954	-2.168122758808327	nan	-3.0185857004000316	nan	nan	-1.9478623766648246	-2.541198058410986	nan
OG0000206.0	OG0002185.6	OG0004070.2	OG0057255.0	OG0010678.0	OG0001346.24	OG0003181.15	OG0000483.0	OG0006312.0	OG0001894.0	OG0000423.2
-1.2494792448176701	-2.3316993014613505	nan	nan	nan	nan	nan	-1.6780719051126376	nan	-1.0862010350493039	-1.24913627678066
OG0005993.0	OG0000632.24	OG0003823.8	OG0000092.1	OG0002506.0	OG0000236.122	OG0004036.30	OG0002918.1	OG0000483.0	OG0002487.0	OG0038022.0
nan	-1.5723938272181006	nan	-1.795358434389579	-2.3951695629008976	-1.589441801857418	nan	nan	-1.6780719051126376	nan	nan
OG0012261.0	OG0000822.0	OG0002511.6	OG0007218.0	OG0003607.0	OG0004725.0	OG0057474.0	OG0000958.3	OG0000336.0	OG0000343.0	OG0000006.1
nan	-1.994240730711315	-2.0291463456595165	nan	-1.795358434389579	-1.9907961726701602	nan	-1.1414619336634642	-1.6999348632212392	-1.7612131404128835	-1.366987359798269
OG0000735.1	OG0000081.1	OG0013991.0	OG0003065.1	OG0000377.148	OG0003233.6	OG0008180.1	OG0001134.24	OG0000874.1	OG0000483.0	OG0000536.32
-2.76219157045438	-2.319045586354241	nan	nan	nan	nan	nan	nan	-1.272123099152057	-1.6780719051126376	-1.0746081599075428
OG0002848.0	OG0004563.0	OG0003825.26	OG0000780.24	OG0001604.2	OG0000349.0	OG0007777.2	OG0045698.0	OG0008090.0	OG0000059.133	OG0001330.24
-2.3320624720210756	-2.1360615495760285	nan	-1.5683235586073672	-1.2399068255418602	-2.168122758808327	-1.3291596641184382	nan	nan	-1.2383743077975167	nan
OG0000014.1	OG0003176.17	OG0004799.0	OG0000187.1	OG0000353.32	OG0001609.10	OG0045446.0	OG0003232.9	OG0004650.6	OG0001266.28	OG0000255.174
-1.4779442508390357	-1.0752159943555015	-1.974829424265094	-1.1731566483510358	-1.7624362816823242	-1.9023892033735776	nan	-1.2424646449711996	nan	nan	-1.2636115992965395
OG0001720.16	OG0010727.0	OG0000987.19	OG0045773.0	OG0001020.31	OG0005150.0	OG0000431.12	OG0012271.0	OG0003376.12	OG0001038.1	OG0000310.18
-1.6877995373623218	nan	-1.8003747643422678	nan	-2.4819685073978306	-0.2149098450052418	-1.9503692322753996	nan	-2.2129019183889955	nan	-2.038598926835721
OG0000139.0	OG0006830.0	OG0001923.1	OG0002621.3	OG0001630.0	OG0000577.54	OG0004857.5	OG0000147.0	OG0004868.2	OG0007079.10	OG0034953.0
-1.3134770621940925	nan	-0.6268251092468836	-1.0466230006885937	-3.145605322246899	nan	nan	-3.2529134169721816	nan	nan	nan
OG0003172.0	OG0000359.28	OG0003986.6	OG0003572.14	OG0000280.1	OG0001456.24	OG0005352.0	OG0000785.2	OG0000318.0	OG0053986.0	OG0000121.14
nan	-1.7269019108215087	-1.8185793597198583	-1.9159357352115254	nan	nan	nan	-1.6086721931563888	-3.0445383960764985	nan	-2.072786191607015
OG0000187.1	OG0005512.0	OG0003698.0	OG0003825.26	OG0001753.20	OG0008561.0	OG0001620.0	OG0000927.0	OG0001962.0	OG0044968.0	OG0000046.1
-1.1731566483510358	nan	-4.003466629719779	nan	-1.0791731728110858	-0.27613567637327235	-1.2268476029859479	-1.6031828971309623	nan	nan	-1.8884344550404824
OG0002217.0	OG0003020.3	OG0005040.3	OG0002442.0	OG0001467.10	OG0000192.0	OG0003109.0	OG0000636.1	OG0023847.0	OG0000785.2	OG0004721.2
nan	-1.6335239064899043	nan	-1.2845458728842822	-1.576475611755665	-1.450478679210362	nan	-3.280685112655481	nan	-1.6086721931563888	nan
OG0003532.0	OG0004219.22	OG0002614.0	OG0000746.0	OG0000405.0	OG0000403.25	OG0001917.0	OG0046800.0	OG0000575.28	OG0007723.0	OG0014858.0
nan	nan	-1.7292916662807851	-1.711228032752598	-1.2716005413289375	-1.1778817252706555	-1.8756718649977986	nan	-1.9708651959469772	nan	-2.52865644038928
OG0000112.0	OG0000386.0	OG0000746.0	OG0011953.0	OG0000103.296	OG0045471.0	OG0000180.0	OG0004745.0	OG0003376.12	OG0001434.24	OG0001894.0
-0.9847879149314968	-1.675074215944679	-1.711228032752598	nan	nan	nan	-1.106560122683883	nan	-2.2129019183889955	nan	-1.0862010350493039
OG0003532.0	OG0003829.0	OG0011319.4	OG0000456.0	OG0001525.51	OG0001390.24	OG0000350.8	OG0000048.122	OG0019635.0	OG0003521.2	OG0010679.0
nan	nan	nan	nan	-2.7211825969252788	nan	-1.4106200045220358	-1.505942867686318	nan	-2.1146599217753344	nan
OG0000014.1	OG0004842.6	OG0005689.4	OG0005336.8	OG0000405.0	OG0004398.0	OG0034437.0	OG0002857.4	OG0000973.2	OG0000343.0	OG0001851.13
-1.4779442508390357	nan	-3.313297789743922	nan	-1.2716005413289375	-1.624599071093643	nan	-1.3569750419865634	nan	-1.7612131404128835	-1.7639054213621221
OG0011163.0	OG0004565.2	OG0002700.0	OG0002825.0	OG0000204.2	OG0001062.24	OG0006111.2	OG0000861.24	OG0000015.662	OG0000310.18	OG0047286.0
nan	nan	-1.4367442285670111	nan	-1.6508612229229156	nan	nan	-1.673922915076869	nan	-2.038598926835721	nan
OG0000841.0	OG0005440.0	OG0003161.14	OG0001363.24	OG0000204.2	OG0022858.0	OG0006386.0	OG0003875.2	OG0008981.0	OG0000867.24	OG0000343.0
-1.7254699553283768	nan	-1.5236701622428623	nan	-1.6508612229229156	nan	nan	-3.204233052217608	nan	-1.7352834310229794	-1.7612131404128835
OG0004369.0	OG0003203.2	OG0003197.4	OG0000090.24	OG0006742.1	OG0000175.4	OG0044015.0	OG0000459.0	OG0004203.0	OG0000643.24	OG0007723.0
nan	-0.9598790827991225	-1.386468347082073	-1.1635910677202619	nan	-2.84684321193858	nan	-1.1791879227712805	-2.610873773075296	-1.6110941159609307	nan
OG0001056.26	OG0002442.0	OG0001704.6	OG0000239.0	OG0000046.1	OG0000561.24	OG0002968.0	OG0010585.2	OG0007723.0	OG0010124.11	OG0001664.2
