OG0002252.0	OG0022826.0	OG0000606.2	OG0006400.2	OG0004324.0	OG0000019.257	OG0001967.0	OG0006804.0	OG0002346.16	OG0000835.7	OG0000177.8
OG0028454.0	OG0037975.0	OG0006049.4	OG0020395.0	OG0007639.5	OG0025358.0	OG0012626.1	OG0000881.3	OG0002407.0	OG0001739.127	OG0006707.0
nan	nan	0.6502682	nan	nan	nan	nan	0.5886249	0.2711913	nan	0.7924137
OG0034297.0	OG0026289.0	OG0047302.0	OG0011162.10	OG0038828.0	OG0013979.0	OG0017065.5	OG0004808.0	OG0057131.0	OG0011350.0	OG0015532.4
nan	nan	nan	0.9162123999999999	nan	0.7483808000000001	nan	0.9073462	nan	0.9808123	nan
OG0006508.0	OG0034289.0	OG0019513.0	OG0004458.0	OG0004594.1	OG0027039.0	OG0046154.0	OG0001112.46	OG0015626.4	OG0016896.2	OG0047477.0
0.9830190000000001	nan	nan	0.5842012	0.6049321	nan	nan	0.2642907	0.25	nan	nan
OG0003927.3	OG0027454.0	OG0041662.0	OG0027734.0	OG0043422.0	OG0057540.0	OG0005800.0	OG0012876.0	OG0011951.0	OG0060504.0	OG0014010.0
0.05297837	nan	nan	nan	nan	nan	0.00018375139999999998	0.7969623	0.01299459	nan	0.9968944
OG0018987.0	OG0043359.0	OG0046059.0	OG0000349.0	OG0034235.0	OG0046243.0	OG0016305.2	OG0001996.0	OG0003168.0	OG0004871.0	OG0003296.0
0.1212854	nan	nan	0.06058103	nan	nan	0.5032611	0.9574084	0.26592709999999997	0.6402996999999999	0.9728693000000002
OG0001623.1	OG0043659.0	OG0002592.3	OG0006414.0	OG0007022.0	OG0010577.0	OG0000928.30	OG0029343.0	OG0022783.0	OG0023039.0	OG0034699.0
0.8932059999999999	nan	0.12398030000000002	0.26716059999999997	0.4374795	0.89294	0.9711622	nan	nan	nan	nan
OG0006005.0	OG0046356.0	OG0010802.0	OG0011934.2	OG0034865.0	OG0029250.0	OG0001343.24	OG0028196.0	OG0000171.0	OG0005144.1	OG0014614.0
0.7758419	nan	0.9987064	0.9985038	nan	nan	0.8940351000000001	nan	0.0909809	0.7067303	0.18104260000000003
OG0019820.0	OG0023180.0	OG0038702.0	OG0023564.0	OG0003379.4	OG0003455.2	OG0056675.0	OG0009822.0	OG0029244.0	OG0007559.0	OG0014765.4
nan	nan	nan	nan	0.5682649000000001	0.9584312	nan	0.8998877000000001	nan	0.3534223	nan
OG0014573.0	OG0019434.0	OG0021291.0	OG0000496.0	OG0003203.2	OG0006879.1	OG0003806.0	OG0034442.0	OG0022868.0	OG0056569.0	OG0035744.0
0.4112423	nan	nan	0.11173689999999999	0.6880755000000001	0.23095500000000002	0.8100666999999999	nan	nan	nan	nan
OG0043473.0	OG0035786.0	OG0021255.0	OG0018073.2	OG0014085.1	OG0016780.2	OG0019208.0	OG0043817.0	OG0044656.0	OG0018143.0	OG0002749.0
nan	nan	nan	0.3746516	nan	nan	nan	nan	nan	0.8572798	0.07010919
OG0017097.3	OG0003398.75	OG0003956.4	OG0000673.136	OG0018913.5	OG0027602.0	OG0013220.1	OG0016945.2	OG0000288.62	OG0002498.2	OG0006488.0
nan	nan	0.1065115	nan	nan	nan	nan	nan	0.9865368	0.8920252000000001	0.051161
OG0012218.2	OG0000443.38	OG0010552.3	OG0002884.0	OG0016908.0	OG0047204.0	OG0000445.0	OG0046053.0	OG0054134.0	OG0010688.2	OG0056860.0
0.48402749999999994	0.002141568	nan	0.6156459	nan	nan	0.00018434970000000001	nan	nan	0.9764388	nan
OG0002911.0	OG0043405.0	OG0025762.0	OG0045691.0	OG0002657.5	OG0005487.0	OG0056635.0	OG0013598.0	OG0016982.0	OG0045309.0	OG0000498.0
0.6835428000000001	nan	nan	nan	0.3274355	0.7107063	nan	0.9924581	nan	nan	0.09707715
OG0046048.0	OG0004182.0	OG0045791.0	OG0016692.7	OG0004970.0	OG0005229.4	OG0009256.20	OG0003428.0	OG0012464.0	OG0019454.0	OG0045820.0
nan	0.6085596	nan	nan	0.9488626	0.9908754000000001	nan	0.898684	0.2521103	nan	nan
OG0012445.4	OG0054003.0	OG0002168.0	OG0010835.1	OG0004059.0	OG0018789.5	OG0004169.4	OG0000388.1	OG0046335.0	OG0015696.0	OG0017057.5
nan	nan	0.9493540000000001	nan	0.5643161999999999	nan	0.00045753650000000004	0.7720019	nan	nan	nan
OG0004112.0	OG0024762.0	OG0030153.0	OG0010103.7	OG0016403.2	OG0006168.0	OG0045261.0	OG0017146.3	OG0000029.8	OG0047332.0	OG0004215.0
0.4582986	nan	nan	nan	nan	0.04478914	nan	nan	0.001853389	nan	0.01061206
OG0054017.0	OG0017229.3	OG0001624.47	OG0056839.0	OG0038730.0	OG0025849.0	OG0000712.4	OG0010585.2	OG0056932.0	OG0048809.0	OG0010772.2
nan	nan	0.9850853	nan	nan	nan	0.175217	0.3396999	nan	nan	0.07761535
OG0046978.0	OG0000351.18	OG0008274.0	OG0024466.0	OG0004088.2	OG0005949.0	OG0012941.2	OG0001237.24	OG0046047.0	OG0000338.41	OG0057593.0
nan	0.49008859999999993	0.9999886	nan	0.26875459999999995	0.9323234	nan	0.8432649999999999	nan	0.01919972	nan
OG0041947.0	OG0016286.0	OG0025815.0	OG0007212.0	OG0002187.3	OG0017343.6	OG0020542.0	OG0005814.0	OG0010045.0	OG0022322.0	OG0007867.0
nan	0.988825	nan	0.9847741	nan	nan	nan	0.00493783	0.9926705	nan	nan
OG0015730.4	OG0008161.2	OG0056656.0	OG0060515.0	OG0009957.2	OG0022369.0	OG0000007.560	OG0011901.4	OG0047055.0	OG0014275.0	OG0005389.20
nan	0.9523915999999999	nan	nan	0.3674321	nan	nan	nan	nan	nan	nan
OG0046482.0	OG0013059.0	OG0001412.1	OG0019872.0	OG0015258.7	OG0001046.24	OG0009969.2	OG0034966.0	OG0017978.2	OG0007098.2	OG0017399.3
nan	0.9996775	0.9477539	nan	nan	0.9004333000000001	0.8070781	nan	0.984633	0.9820721	nan
OG0027203.0	OG0034542.0	OG0056575.0	OG0008031.1	OG0004188.2	OG0011477.0	OG0005859.0	OG0005693.0	OG0009977.0	OG0007023.0	OG0047472.0
nan	nan	nan	nan	0.9510813	nan	0.2235864	0.8484523000000002	0.2453391	0.9147142	nan
OG0022617.0	OG0047439.0	OG0002973.1	OG0007746.4	OG0027817.0	OG0024491.0	OG0019423.0	OG0020862.0	OG0016599.0	OG0019043.3	OG0000490.11
nan	nan	0.3413187	0.0039249509999999994	nan	nan	0.1685667	nan	nan	nan	0.7601188
OG0044091.0	OG0015673.5	OG0025063.0	OG0018856.6	OG0005072.2	OG0026924.0	OG0003528.0	OG0018158.5	OG0006078.4	OG0011481.0	OG0017971.4
nan	nan	nan	nan	0.8946671999999999	nan	0.21843920000000003	nan	0.7952324000000001	0.8799055	nan
OG0007372.29	OG0002671.0	OG0001486.1	OG0004589.2	OG0049071.0	OG0019260.0	OG0006902.4	OG0000704.0	OG0053919.0	OG0044869.0	OG0008556.0
nan	0.1842828	0.9099567	0.5270809000000001	nan	nan	0.7957021	0.698717	nan	nan	0.8981662
OG0018989.0	OG0017836.4	OG0044850.0	OG0002371.2	OG0008753.0	OG0007427.0	OG0000684.0	OG0021192.0	OG0047230.0	OG0016819.0	OG0007390.3
0.09138493	nan	nan	0.9334716999999999	0.9453082	0.9885130999999999	0.6018733	nan	nan	nan	nan
OG0018215.3	OG0048110.0	OG0021381.0	OG0002662.14	OG0047142.0	OG0002366.0	OG0005329.1	OG0009804.0	OG0005553.0	OG0003915.0	OG0012348.14
nan	nan	nan	0.9381388	nan	0.18245229999999998	0.9143773000000001	0.9544058000000001	0.9643429	0.5826319999999999	nan
OG0007925.0	OG0024479.0	OG0048862.0	OG0057092.0	OG0060454.0	OG0060385.0	OG0046620.0	OG0029344.0	OG0009002.5	OG0005397.0	OG0043717.0
0.954772	nan	nan	nan	nan	nan	nan	nan	0.2060493	0.8371871999999999	nan
OG0016674.4	OG0006625.0	OG0019038.5	OG0007586.5	OG0000198.0	OG0024523.0	OG0012348.5	OG0011623.11	OG0006842.1	OG0001359.2	OG0022066.0
nan	0.9672917999999999	nan	nan	0.1307569	nan	nan	nan	0.9773056999999998	0.06145232	nan
OG0018181.2	OG0018118.2	OG0000996.1	OG0022767.0	OG0028457.0	OG0005084.2	OG0006645.0	OG0026368.0	OG0011252.2	OG0024645.0	OG0056775.0
nan	nan	0.9766355999999999	nan	nan	0.3135192	0.5986404000000001	nan	nan	nan	nan
OG0045228.0	OG0035682.0	OG0027446.0	OG0054093.0	OG0018979.0	OG0034924.0	OG0007321.0	OG0010170.17	OG0041727.0	OG0005853.2	OG0025869.0
nan	nan	nan	nan	1.0	nan	0.9785809999999999	nan	nan	0.4765054	nan
OG0006644.0	OG0038614.0	OG0016676.4	OG0020613.0	OG0017513.6	OG0046846.0	OG0018001.2	OG0008435.15	OG0044612.0	OG0027576.0	OG0009778.1
0.9910716999999999	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.999915
OG0011561.16	OG0025103.0	OG0000274.29	OG0006055.0	OG0029166.0	OG0007339.0	OG0004029.0	OG0027914.0	OG0000268.165	OG0004358.1	OG0001132.24
nan	nan	0.12307799999999999	0.4372527	nan	0.001951262	0.65722	nan	0.9453649	0.14975460000000002	0.9238084000000001
OG0022363.0	OG0007072.0	OG0006243.2	OG0022827.0	OG0014040.0	OG0025163.0	OG0003222.0	OG0002383.22	OG0001905.0	OG0015397.2	OG0007801.6
nan	0.441684	0.9482504	nan	nan	nan	0.0002292039	0.9184554	0.3021409	0.005238829	0.921283
OG0034267.0	OG0041782.0	OG0011584.2	OG0001673.0	OG0000364.1	OG0023561.0	OG0004568.1	OG0007389.1	OG0044516.0	OG0046424.0	OG0006114.1
nan	nan	0.9999976999999999	0.3279942	0.00033632800000000005	nan	0.1745161	nan	nan	nan	0.12038110000000002
OG0021933.0	OG0013421.7	OG0003085.79	OG0019652.0	OG0005092.2	OG0004420.2	OG0057362.0	OG0030108.0	OG0000488.0	OG0057365.0	OG0001538.6
nan	nan	nan	nan	0.319705	0.2737908	nan	nan	0.1347533	nan	0.7507140999999999
OG0041685.0	OG0024614.0	OG0005568.0	OG0024391.0	OG0006637.5	OG0024531.0	OG0000244.49	OG0037808.0	OG0011492.0	OG0020736.0	OG0019782.0
nan	nan	0.08204901	nan	0.9631286	nan	0.1082063	nan	0.11706300000000001	0.9996123	nan
OG0013455.0	OG0029028.0	OG0015775.4	OG0003191.18	OG0000111.164	OG0003833.22	OG0044038.0	OG0002342.1	OG0017148.2	OG0018603.2	OG0027021.0
nan	nan	nan	0.5221998	0.6316883000000001	0.652668	nan	0.7852982	nan	nan	nan
OG0018370.1	OG0028304.0	OG0011399.0	OG0003879.4	OG0019471.0	OG0044516.0	OG0011375.0	OG0001786.20	OG0048106.0	OG0012430.13	OG0020363.0
nan	nan	0.999825	0.1433013	nan	nan	0.5827555999999999	0.9462469000000001	nan	nan	nan
OG0012975.0	OG0004487.6	OG0018206.3	OG0005839.0	OG0002373.38	OG0046240.0	OG0007010.34	OG0009895.5	OG0019200.0	OG0016701.4	OG0007511.2
0.1860064	0.34737640000000003	nan	0.25317629999999997	0.9595621	nan	nan	nan	nan	nan	0.8130083
OG0030116.0	OG0045167.0	OG0046154.0	OG0017730.1	OG0025921.0	OG0004362.4	OG0045279.0	OG0037712.0	OG0010857.0	OG0000829.5	OG0005727.0
nan	nan	nan	nan	nan	0.6014683000000001	nan	nan	nan	0.9035421	0.20132160000000002
OG0017960.2	OG0048030.0	OG0019375.0	OG0001476.0	OG0009198.1	OG0027499.0	OG0007429.0	OG0045934.0	OG0020725.0	OG0034551.0	OG0026151.0
nan	nan	nan	0.1067417	nan	nan	0.9862549999999999	nan	nan	nan	nan
OG0038842.0	OG0024476.0	OG0007744.0	OG0030180.0	OG0010799.0	OG0005597.0	OG0000294.0	OG0023180.0	OG0016409.0	OG0048184.0	OG0021839.0
nan	nan	0.30002490000000004	nan	nan	0.1001275	0.09058471	nan	0.9990707	nan	nan
OG0000098.0	OG0053894.0	OG0013998.0	OG0002495.29	OG0023294.0	OG0035659.0	OG0017998.0	OG0012085.7	OG0007582.2	OG0000215.3	OG0041866.0
0.4482633	nan	0.3453623	0.42988580000000004	nan	nan	0.9111113000000001	nan	0.9998435	nan	nan
OG0016947.0	OG0004620.0	OG0002484.5	OG0024479.0	OG0001219.24	OG0005889.4	OG0018840.6	OG0000493.20	OG0018476.0	OG0015363.2	OG0044644.0
0.9997124	0.1261366	0.0269793	nan	0.9699433000000001	0.9428152	nan	0.08873206	0.9602796999999998	0.9384237	nan
OG0012179.2	OG0029618.0	OG0047544.0	OG0012732.0	OG0014035.0	OG0029170.0	OG0000986.24	OG0057354.0	OG0046714.0	OG0057487.0	OG0025953.0
0.47310209999999997	nan	nan	0.8511943999999999	0.06473769	nan	0.9542875	nan	nan	nan	nan
OG0034447.0	OG0007559.0	OG0002414.28	OG0006389.4	OG0023408.0	OG0006680.0	OG0003785.0	OG0041783.0	OG0060397.0	OG0027547.0	OG0038615.0
nan	0.3534223	nan	0.28831940000000006	nan	0.8563907	0.8750065999999999	nan	nan	nan	nan
OG0007421.3	OG0015117.7	OG0009005.0	OG0008295.24	OG0015158.4	OG0026290.0	OG0008398.2	OG0047994.0	OG0011296.2	OG0000541.0	OG0011931.6
0.1636332	nan	0.003566326	nan	nan	nan	nan	nan	0.713806	0.08172804	0.9682495999999999
OG0003862.32	OG0057490.0	OG0007032.0	OG0004939.0	OG0000017.1174	OG0006486.0	OG0044318.0	OG0017790.5	OG0043642.0	OG0004817.2	OG0046517.0
0.10777910000000002	nan	0.8495851000000001	0.5632588000000001	2.060503e-06	0.43442709999999995	nan	nan	nan	0.596826	nan
OG0034796.0	OG0006743.4	OG0005447.3	OG0041834.0	OG0030004.0	OG0006781.4	OG0010623.2	OG0002360.1	OG0056680.0	OG0012127.2	OG0043769.0
nan	0.05922886	0.5026752	nan	nan	0.9835132	0.9761643	0.02890333	nan	0.649921	nan
OG0034875.0	OG0007001.0	OG0046497.0	OG0034400.0	OG0014671.6	OG0027909.0	OG0041826.0	OG0003793.0	OG0016292.0	OG0018377.6	OG0021980.0
nan	0.29352209999999995	nan	nan	0.5410451000000001	nan	nan	0.1120336	nan	nan	nan
OG0038721.0	OG0046081.0	OG0006160.0	OG0018047.4	OG0054002.0	OG0000004.828	OG0019192.0	OG0007053.2	OG0002885.12	OG0038745.0	OG0034353.0
nan	nan	0.2391083	nan	nan	nan	nan	0.1439056	0.2710639	nan	nan
OG0000162.269	OG0011649.14	OG0048874.0	OG0023392.0	OG0000509.7	OG0007393.0	OG0019543.0	OG0028163.0	OG0037695.0	OG0011960.4	OG0015317.0
nan	nan	nan	nan	nan	0.2331114	nan	nan	nan	0.8217802	0.05944811
OG0022104.0	OG0004477.4	OG0013561.4	OG0010080.20	OG0005032.2	OG0047404.0	OG0002501.0	OG0018051.0	OG0000730.24	OG0044479.0	OG0035710.0
nan	0.9738155999999999	0.9735364	nan	0.5613866	nan	1.5855770000000001e-06	0.8504166	0.7790128000000001	nan	nan
OG0003430.0	OG0056663.0	OG0010811.17	OG0029612.0	OG0009316.2	OG0047513.0	OG0015483.7	OG0016254.3	OG0018416.0	OG0015439.3	OG0035804.0
0.8845	nan	nan	nan	0.9993459000000001	nan	nan	nan	0.9379136999999999	nan	nan
OG0013918.2	OG0007044.4	OG0008321.0	OG0034947.0	OG0027647.0	OG0003422.0	OG0048798.0	OG0006844.0	OG0003479.0	OG0007414.0	OG0010776.4
nan	0.9980089	0.4417968	nan	nan	0.9689738000000001	nan	0.44662209999999997	0.9188364	0.7949251	0.814987
OG0012176.4	OG0002963.0	OG0005934.2	OG0004138.22	OG0004740.12	OG0001918.20	OG0003392.0	OG0005487.0	OG0005167.4	OG0016918.4	OG0043424.0
nan	0.2863843	0.30670359999999997	0.9279860999999999	0.04557526	0.6749002	0.22672270000000003	0.7107063	0.982759	nan	nan
OG0001180.24	OG0030082.0	OG0060382.0	OG0013216.0	OG0043358.0	OG0005345.4	OG0019493.0	OG0019964.0	OG0014284.8	OG0043998.0	OG0007546.0
0.9280931999999998	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.5633060999999999
OG0026468.0	OG0016593.0	OG0010020.6	OG0004715.0	OG0018997.1	OG0022788.0	OG0000395.121	OG0012260.0	OG0027143.0	OG0001929.26	OG0002101.0
nan	nan	nan	0.7076749	nan	nan	0.3864875	0.9928372999999999	nan	0.7859343000000001	0.9519767
OG0021030.0	OG0017152.2	OG0027733.0	OG0048169.0	OG0000268.165	OG0020425.0	OG0000232.19	OG0015998.5	OG0015088.9	OG0001130.24	OG0043691.0
nan	0.2317701	nan	nan	0.9453649	0.7531661000000001	0.4614281	nan	nan	0.9303738000000001	nan
OG0003458.0	OG0016682.2	OG0057218.0	OG0010112.9	OG0045928.0	OG0035762.0	OG0021953.0	OG0000760.1	OG0023041.0	OG0037840.0	OG0013915.4
0.875727	0.9994364	nan	nan	nan	nan	nan	nan	nan	nan	0.3330435
OG0012703.2	OG0022241.0	OG0041720.0	OG0015112.10	OG0012439.0	OG0045497.0	OG0013479.7	OG0001740.7	OG0007599.0	OG0047470.0	OG0018366.0
0.1020667	0.999761	nan	nan	0.2892903	nan	0.9985178	0.5602357	0.9986668	nan	nan
OG0005562.2	OG0044279.0	OG0045759.0	OG0020617.0	OG0043476.0	OG0028172.0	OG0046545.0	OG0041573.0	OG0034803.0	OG0056768.0	OG0045869.0
0.9958254000000001	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
OG0023071.0	OG0015191.7	OG0003825.26	OG0015295.0	OG0007389.1	OG0002332.0	OG0019604.0	OG0007605.0	OG0045992.0	OG0024975.0	OG0014004.0
nan	nan	0.006737511999999999	0.9676795	nan	0.8456587	nan	0.9712550999999999	nan	nan	0.876685
OG0018461.0	OG0028310.0	OG0002483.10	OG0016960.3	OG0004169.4	OG0013611.2	OG0048102.0	OG0008043.2	OG0016615.0	OG0057561.0	OG0022636.0
nan	nan	0.9345351000000001	nan	0.00045753650000000004	0.9957885000000001	nan	nan	nan	nan	0.25
OG0015962.0	OG0001901.0	OG0006483.2	OG0007523.4	OG0022248.0	OG0004475.8	OG0034302.0	OG0014690.4	OG0045660.0	OG0046593.0	OG0000495.1
nan	0.06996044	0.8167184000000001	0.5785889	nan	0.7282994	nan	0.8347730999999999	nan	nan	0.002044689
OG0028260.0	OG0045016.0	OG0013813.9	OG0012912.2	OG0013489.2	OG0060522.0	OG0004532.24	OG0005050.1	OG0008487.1	OG0002045.0	OG0010747.10
nan	nan	nan	0.9995546999999999	0.8922860999999999	nan	0.9716540000000001	0.7920050000000001	0.1094393	0.9726159	0.9974221999999999
OG0027079.0	OG0015841.1	OG0002466.0	OG0000641.1	OG0007394.2	OG0002763.0	OG0004843.6	OG0011161.4	OG0014767.1	OG0012027.1	OG0018452.0
nan	nan	0.9343771000000001	0.5979224	0.7719385	0.07977680000000001	0.6860281	0.9775867	0.9861398000000001	nan	nan
OG0007977.0	OG0004794.1	OG0004352.0	OG0003833.22	OG0021235.0	OG0041714.0	OG0020940.0	OG0000867.24	OG0005416.0	OG0044437.0	OG0044152.0
0.9857825000000001	0.01566709	0.7327603	0.652668	nan	nan	nan	0.09100415	0.8998181000000001	nan	nan
OG0016989.1	OG0054044.0	OG0012679.2	OG0053929.0	OG0008618.1	OG0000211.5	OG0000376.94	OG0046028.0	OG0014806.4	OG0007429.0	OG0014945.1
nan	nan	0.9833546999999999	nan	0.860877	0.04750471	0.001665966	nan	0.9961426999999999	0.9862549999999999	nan
OG0041869.0	OG0045283.0	OG0003360.2	OG0037877.0	OG0047580.0	OG0001015.0	OG0007513.0	OG0007021.0	OG0001860.0	OG0027752.0	OG0018943.4
nan	nan	0.7660299	nan	nan	0.6927201	0.9583591	0.9687199000000001	0.9481881999999999	nan	nan
OG0017152.2	OG0015651.4	OG0015825.1	OG0045632.0	OG0026951.0	OG0047348.0	OG0001651.108	OG0017201.1	OG0010084.3	OG0007320.10	OG0044559.0
0.2317701	nan	nan	nan	nan	nan	0.6123848000000001	nan	0.32918590000000003	0.9058126	nan
OG0019305.0	OG0007371.2	OG0004561.41	OG0005267.1	OG0015571.5	OG0000002.2	OG0029158.0	OG0010731.0	OG0011531.15	OG0007662.9	OG0024726.0
nan	0.1889624	0.891325	0.8759986999999999	nan	0.0003967665	nan	0.326969	nan	nan	nan
OG0019576.0	OG0000862.1	OG0013303.11	OG0012371.6	OG0053954.0	OG0011592.0	OG0022767.0	OG0013193.12	OG0007096.7	OG0005871.0	OG0044675.0
nan	0.9925815999999998	nan	nan	nan	0.9966843000000001	nan	nan	0.9283283999999999	0.1570911	nan
OG0046836.0	OG0008556.0	OG0001662.7	OG0000336.0	OG0046051.0	OG0057361.0	OG0041887.0	OG0000327.1	OG0000848.1	OG0001127.28	OG0003743.36
nan	0.8981662	0.30923459999999997	0.03245307	nan	nan	nan	0.9452635	nan	0.8876516999999999	0.6050279000000001
OG0029219.0	OG0046672.0	OG0012665.4	OG0014088.2	OG0045549.0	OG0057129.0	OG0026930.0	OG0010107.0	OG0014097.5	OG0027732.0	OG0020937.0
nan	nan	0.6529068	nan	nan	nan	nan	nan	nan	nan	nan
OG0003148.2	OG0007486.2	OG0004088.2	OG0021980.0	OG0054024.0	OG0014795.4	OG0027508.0	OG0017031.0	OG0000145.8	OG0009015.6	OG0046578.0
0.14416729999999997	0.8582668	0.26875459999999995	nan	nan	0.9997604999999999	nan	nan	nan	0.02067662	nan
OG0043720.0	OG0043707.0	OG0001553.14	OG0012059.5	OG0006025.0	OG0013827.0	OG0046953.0	OG0005192.4	OG0011400.5	OG0010029.0	OG0013917.3
nan	nan	0.6970476999999999	nan	0.4800032	nan	nan	0.9760332	nan	nan	nan
OG0004777.0	OG0003983.0	OG0015675.3	OG0047961.0	OG0010671.0	OG0002133.0	OG0002626.26	OG0003660.2	OG0002075.0	OG0001525.51	OG0006272.0
0.4829994000000001	0.8235540000000001	nan	nan	0.1009	0.9406823000000001	0.9684239	0.9947198	0.9885483	0.3002152	0.8494929
OG0002292.0	OG0013462.4	OG0034273.0	OG0011574.0	OG0022370.0	OG0016017.0	OG0028134.0	OG0000001.425	OG0044608.0	OG0006365.0	OG0000111.164
0.9331666999999999	0.2746409	nan	0.7858885999999999	nan	nan	nan	0.02399404	nan	0.362508	0.6316883000000001
OG0049016.0	OG0045372.0	OG0044592.0	OG0046877.0	OG0009975.0	OG0006688.0	OG0034732.0	OG0018993.0	OG0011172.0	OG0015185.2	OG0000416.102
nan	nan	nan	nan	0.03839408	0.8345520000000001	nan	0.07192177	5.784194e-05	0.9997604999999999	0.8058523
OG0046137.0	OG0006753.0	OG0002792.1	OG0022001.0	OG0011405.0	OG0020753.0	OG0019872.0	OG0041647.0	OG0000228.21	OG0023052.0	OG0015961.8
nan	0.08802486	0.6349916	nan	0.3175221	nan	nan	nan	nan	nan	nan
OG0008062.2	OG0008125.0	OG0000450.6	OG0046686.0	OG0018414.2	OG0003614.57	OG0046151.0	OG0000748.0	OG0053850.0	OG0022302.0	OG0001539.22
0.5269647	0.8326577	0.02477991	nan	nan	0.204895	nan	0.28333559999999997	nan	nan	0.9630076
OG0044069.0	OG0010943.7	OG0001068.1	OG0000376.174	OG0016665.4	OG0003083.0	OG0009190.0	OG0038889.0	OG0023941.0	OG0029012.0	OG0034488.0
nan	nan	0.4694415	0.8134325	nan	0.6389446	nan	nan	nan	nan	nan
OG0001158.3	OG0057299.0	OG0045799.0	OG0008730.12	OG0025658.0	OG0020816.0	OG0016090.0	OG0046237.0	OG0006888.6	OG0026491.0	OG0025169.0
0.005010929	nan	nan	0.06653765	nan	nan	nan	nan	0.9830415000000001	nan	nan
OG0011147.18	OG0054090.0	OG0027552.0	OG0047601.0	OG0003328.36	OG0057297.0	OG0043722.0	OG0045315.0	OG0013863.2	OG0034843.0	OG0001583.18
nan	nan	nan	nan	0.4859239000000001	nan	nan	nan	0.8814681000000001	nan	0.9055803
OG0008444.0	OG0016696.0	OG0007873.6	OG0057426.0	OG0034838.0	OG0007993.22	OG0000439.0	OG0025918.0	OG0002682.12	OG0003497.0	OG0008483.2
0.01386218	nan	0.9986599	nan	nan	nan	0.5628224000000001	nan	0.8971775	0.9892128000000001	0.37731079999999995
OG0016940.0	OG0026667.0	OG0011578.3	OG0023958.0	OG0001976.0	OG0005677.3	OG0046970.0	OG0011398.0	OG0045914.0	OG0026299.0	OG0025050.0
0.2596776	nan	nan	nan	0.05594679	0.9319769	nan	0.2943132	nan	nan	nan
OG0018834.3	OG0004272.1	OG0044868.0	OG0044343.0	OG0004780.0	OG0007765.0	OG0027218.0	OG0044847.0	OG0012520.7	OG0000471.2	OG0000548.176
nan	0.9340533000000001	nan	nan	0.24150389999999997	0.9968872	nan	nan	nan	0.08080729	nan
OG0016468.2	OG0025852.0	OG0009208.0	OG0057022.0	OG0028967.0	OG0009294.0	OG0057262.0	OG0020567.0	OG0014584.0	OG0056917.0	OG0046672.0
0.2717027	nan	0.6413223000000001	nan	nan	nan	nan	nan	0.46529840000000006	nan	nan
OG0001024.30	OG0026275.0	OG0028157.0	OG0047266.0	OG0006614.0	OG0014822.3	OG0044973.0	OG0017952.0	OG0057136.0	OG0000577.45	OG0024941.0
0.27714959999999994	nan	nan	nan	0.7510515	nan	nan	nan	nan	0.9979458000000001	nan
