OG0004324.0	OG0000177.8	OG0002346.16	OG0022826.0	OG0002252.0	OG0001967.0	OG0000835.7	OG0000606.2	OG0006400.2	OG0000019.257	OG0006804.0
nan	nan	0.42467200000000005	-0.8065047	0.4675543	-0.1986209	-0.2878513	-1.092319	2.644316	nan	0.8435045
OG0001020.31	OG0000349.0	OG0003984.0	OG0011470.0	OG0005210.0	OG0034296.0	OG0000147.0	OG0001403.24	OG0000453.2	OG0005098.0	OG0003239.9
0.6821122	0.5581897	-0.1252097	-0.11016379999999999	0.262862	0.9122353000000001	nan	nan	nan	-0.1414213	-0.5983154
OG0003320.8	OG0006635.0	OG0000473.17	OG0004843.6	OG0003865.0	OG0000894.25	OG0000320.0	OG0000169.16	OG0005742.0	OG0019260.0	OG0000121.14
0.8483468000000001	0.8631629000000001	nan	-0.7974171999999999	-0.1443073	nan	nan	0.7571687	-0.4949895	3.5215910000000004	-0.1059982
OG0001959.2	OG0000090.24	OG0000405.0	OG0005230.0	OG0002729.16	OG0003686.4	OG0000589.0	OG0014589.0	OG0000302.34	OG0005076.4	OG0045034.0
nan	1.324674	nan	-0.6918145	0.1892239	-0.4972478	0.12362709999999999	0.1608197	nan	1.073618	-5.673023000000001
OG0008158.4	OG0046300.0	OG0000187.1	OG0000519.26	OG0005150.0	OG0000285.1	OG0004868.2	OG0002209.38	OG0002119.0	OG0010744.4	OG0000536.32
-0.25554940000000004	-5.670202	1.171144	nan	-0.2878513	nan	0.1233271	-1.14734	nan	0.20532609999999998	-0.132977
OG0000112.0	OG0034589.0	OG0005610.8	OG0010302.3	OG0001517.22	OG0001467.10	OG0004307.0	OG0001512.12	OG0002863.0	OG0000336.0	OG0005652.0
nan	1.158426	-0.6129142	0.6064885999999999	nan	0.09359732	-0.5631232	nan	-0.5499783	nan	-0.4637858
OG0000112.0	OG0006835.0	OG0001668.0	OG0002000.0	OG0006188.0	OG0002304.1	OG0000214.0	OG0002862.0	OG0057288.0	OG0002885.12	OG0001661.0
nan	0.3924506	-0.32340100000000005	nan	-1.014583	0.39451790000000003	nan	0.27922379999999997	-1.049202	0.6414159	nan
OG0005771.0	OG0013933.5	OG0000263.57	OG0003984.0	OG0001316.24	OG0000196.0	OG0002304.1	OG0000592.34	OG0006147.3	OG0002487.0	OG0004134.8
-0.750418	1.582623	nan	-0.1252097	nan	0.42366329999999996	0.39451790000000003	nan	0.03182564	-0.46319	0.3430298
OG0000206.0	OG0005310.0	OG0002621.3	OG0030144.0	OG0000575.28	OG0001609.10	OG0001812.2	OG0000592.34	OG0004556.0	OG0006023.0	OG0003639.0
nan	-1.052125	-0.9363035	1.729623	-1.162896	-0.4121183	nan	nan	-0.7820433000000001	-0.9952264999999999	-0.9300794
OG0001422.30	OG0006403.0	OG0010701.0	OG0000349.0	OG0003285.0	OG0000589.0	OG0004203.0	OG0046783.0	OG0000120.105	OG0005187.0	OG0000579.24
nan	-0.8257171999999998	-1.0118719999999999	0.5581897	-0.8120093	0.12362709999999999	0.40511759999999997	-4.722189	nan	-0.35871490000000006	nan
OG0007832.0	OG0000683.0	OG0000451.0	OG0001626.24	OG0001483.24	OG0000130.38	OG0004960.0	OG0038931.0	OG0000018.842	OG0011145.0	OG0005482.0
0.1305261	nan	-0.208927	-0.34344020000000003	nan	nan	-0.45586270000000007	0.06424453	0.1923812	0.09212515	-0.7480843
OG0000905.14	OG0001668.0	OG0001831.0	OG0057172.0	OG0002082.0	OG0001707.6	OG0004864.0	OG0000256.24	OG0005564.0	OG0000620.31	OG0000483.0
nan	-0.32340100000000005	-0.41166440000000004	-0.918225	nan	0.4220773	-0.3952638	nan	-1.012591	-0.935284	0.3933374
OG0006882.0	OG0007380.20	OG0000192.0	OG0001701.8	OG0000279.0	OG0003565.14	OG0021210.0	OG0003459.2	OG0002801.16	OG0001244.24	OG0000423.2
0.24161929999999998	-0.03368669999999999	-0.1931609	0.11150630000000002	nan	0.621947	-6.976253999999999	-0.8903757999999999	-0.5416017	nan	nan
OG0044885.0	OG0003925.0	OG0001432.24	OG0004433.4	OG0003750.8	OG0001604.2	OG0002523.0	OG0010585.2	OG0000343.0	OG0000423.2	OG0000771.24
2.560124	-0.1808958	nan	-0.7438419	0.1919172	-1.2428629999999998	-0.42715420000000004	0.06556682	-0.5190232	nan	nan
OG0011401.0	OG0000081.1	OG0000428.54	OG0002778.0	OG0000048.382	OG0047465.0	OG0001328.24	OG0002918.1	OG0002764.20	OG0000483.0	OG0009922.0
0.3109687	nan	nan	-1.183295	-0.4547853	0.2542379	nan	-0.4436465	-0.5996819	0.3933374	-1.029116
OG0004563.0	OG0005040.3	OG0000206.0	OG0005310.0	OG0008180.1	OG0000463.51	OG0000350.8	OG0003073.0	OG0006989.32	OG0002324.4	OG0000317.0
-0.8320477	-0.3830655	nan	-1.052125	-1.01585	nan	1.0842479999999999	-0.8623790000000001	2.831418	-0.194605	nan
OG0013997.0	OG0000006.1	OG0004702.0	OG0001245.24	OG0020351.0	OG0004201.6	OG0000556.30	OG0002209.38	OG0000343.0	OG0000536.32	OG0009983.2
-0.6277543999999999	nan	-0.8356351000000001	nan	0.8544649	0.1871916	nan	-1.14734	-0.5190232	-0.132977	-0.5477850000000001
OG0000014.1	OG0004842.6	OG0001945.2	OG0000192.0	OG0000865.1	OG0007260.0	OG0002521.0	OG0004732.0	OG0024941.0	OG0002324.4	OG0004979.3
nan	-0.7583069	nan	-0.1931609	nan	-0.073296	-0.8572296999999999	0.4256044	1.81571	-0.194605	0.41345859999999995
OG0005244.10	OG0000671.12	OG0003372.6	OG0002558.0	OG0001447.24	OG0047579.0	OG0010764.0	OG0000059.133	OG0001656.2	OG0000310.18	OG0001538.6
-0.5695577	0.8201684000000001	0.286999	-1.2384680000000001	nan	0.23240389999999997	0.7131645000000001	nan	-0.1665667	0.8435045	nan
OG0004842.6	OG0000646.28	OG0002612.0	OG0000187.1	OG0013196.4	OG0001932.0	OG0001629.5	OG0001166.24	OG0003252.0	OG0002556.2	OG0004989.0
-0.7583069	nan	-0.5300818	1.171144	0.9626978	-1.0125	nan	nan	0.1999648	0.08403007	-1.344506
OG0006228.0	OG0001626.24	OG0000290.0	OG0000278.126	OG0002752.1	OG0004727.1	OG0001764.0	OG0035612.0	OG0005912.2	OG0000318.0	OG0000536.32
-0.9689916999999999	-0.34344020000000003	nan	nan	0.2368928	0.8088685	nan	4.988003	-1.0599809999999998	0.05866991	-0.132977
OG0002153.0	OG0005027.0	OG0002946.0	OG0025617.0	OG0000196.0	OG0001617.48	OG0001609.10	OG0001801.0	OG0000294.0	OG0002922.0	OG0010720.2
nan	-1.156272	-0.8042722	1.2373180000000001	0.42366329999999996	0.6112779	-0.4121183	nan	nan	0.3565342	-0.9653761999999999
OG0003707.0	OG0001056.26	OG0003829.0	OG0001731.4	OG0008521.4	OG0006346.0	OG0056921.0	OG0000239.0	OG0002209.38	OG0000645.36	OG0000006.1
-0.34125700000000003	nan	-0.5513146	0.1244483	-0.6045453000000001	-0.2265755	1.496325	-1.190717	-1.14734	nan	nan
OG0006835.0	OG0003945.0	OG0003532.0	OG0000090.24	OG0000770.1	OG0007962.0	OG0000776.26	OG0002825.0	OG0016842.6	OG0000878.5	OG0000223.2
0.3924506	-0.3249127	-0.4443687	1.324674	nan	-0.6074119	nan	-0.11436769999999999	-1.237392	-0.003203033	nan
OG0001923.1	OG0003890.6	OG0004851.6	OG0000473.17	OG0008058.3	OG0029100.0	OG0006526.0	OG0000048.122	OG0001735.3	OG0000878.5	OG0000318.0
-0.9235532	-0.02401666	-0.767405	nan	0.25432910000000003	3.6230949999999997	-0.4309501	nan	nan	-0.003203033	0.05866991
OG0000735.1	OG0000139.0	OG0004747.10	OG0004695.0	OG0020773.0	OG0000088.3	OG0002486.16	OG0000497.40	OG0002863.0	OG0000158.1	OG0007736.2
nan	-0.1087079	-0.48449140000000007	-0.8158451999999999	-1.509262	nan	-0.6673557	nan	-0.5499783	-0.2371666	0.7286872
OG0000359.28	OG0008613.6	OG0000841.0	OG0006411.2	OG0003987.6	OG0002863.0	OG0000575.28	OG0000638.38	OG0005216.0	OG0030109.0	OG0000802.1
nan	-1.014227	-0.13302039999999998	-1.050586	-0.473691	-0.5499783	-1.162896	nan	0.07964299999999999	1.625299	nan
OG0005953.0	OG0005418.0	OG0000187.1	OG0000268.1	OG0000711.2	OG0002909.2	OG0001667.0	OG0008115.5	OG0002408.0	OG0000467.0	OG0005076.4
-1.265392	-0.310608	1.171144	-0.10702919999999999	nan	0.12846	nan	-2.068779	0.14543050000000002	nan	1.073618
OG0020588.0	OG0001802.47	OG0001707.6	OG0000349.0	OG0000441.96	OG0003028.0	OG0007160.0	OG0011368.6	OG0000407.1	OG0000124.174	OG0003565.14
1.180858	-0.832385	0.4220773	0.5581897	nan	-0.8345995999999999	-0.3181466	0.648833	nan	nan	0.621947
OG0000206.0	OG0002185.6	OG0004070.2	OG0057255.0	OG0010678.0	OG0001346.24	OG0003181.15	OG0000483.0	OG0006312.0	OG0001894.0	OG0000423.2
nan	0.3775039	-0.3570708	-0.7991691	-0.9967944	nan	-0.42313310000000004	0.3933374	-0.9558791999999999	0.2696511	nan
OG0005993.0	OG0000632.24	OG0003823.8	OG0000092.1	OG0002506.0	OG0000236.122	OG0004036.30	OG0002918.1	OG0000483.0	OG0002487.0	OG0038022.0
-1.120492	nan	-0.3077415	nan	0.17312679999999997	nan	0.7886004	-0.4436465	0.3933374	-0.46319	2.6794279999999997
OG0012261.0	OG0000822.0	OG0002511.6	OG0007218.0	OG0003607.0	OG0004725.0	OG0057474.0	OG0000958.3	OG0000336.0	OG0000343.0	OG0000006.1
1.4767	nan	0.4405739000000001	0.09975075	-0.7814566	-0.8029876	2.103291	0.3530301	nan	-0.5190232	nan
OG0000735.1	OG0000081.1	OG0013991.0	OG0003065.1	OG0000377.148	OG0003233.6	OG0008180.1	OG0001134.24	OG0000874.1	OG0000483.0	OG0000536.32
nan	nan	-0.01911029	1.4404	0.0260283	0.413117	-1.01585	nan	0.19357570000000002	0.3933374	-0.132977
OG0002848.0	OG0004563.0	OG0003825.26	OG0000780.24	OG0001604.2	OG0000349.0	OG0007777.2	OG0045698.0	OG0008090.0	OG0000059.133	OG0001330.24
-0.1165387	-0.8320477	-1.058034	nan	-1.2428629999999998	0.5581897	0.4030523	-5.864344	1.260451	nan	nan
OG0000014.1	OG0003176.17	OG0004799.0	OG0000187.1	OG0000353.32	OG0001609.10	OG0045446.0	OG0003232.9	OG0004650.6	OG0001266.28	OG0000255.174
nan	0.07945965	0.20426170000000002	1.171144	nan	-0.4121183	-5.833096	-0.6523131	-0.42956469999999997	nan	0.1641979
OG0001720.16	OG0010727.0	OG0000987.19	OG0045773.0	OG0001020.31	OG0005150.0	OG0000431.12	OG0012271.0	OG0003376.12	OG0001038.1	OG0000310.18
0.4762769	-1.0380559999999999	nan	-6.027324	0.6821122	-0.2878513	nan	-0.05401558	-0.2706935	nan	0.8435045
OG0000139.0	OG0006830.0	OG0001923.1	OG0002621.3	OG0001630.0	OG0000577.54	OG0004857.5	OG0000147.0	OG0004868.2	OG0007079.10	OG0034953.0
-0.1087079	-0.355323	-0.9235532	-0.9363035	nan	nan	-0.49234849999999997	nan	0.1233271	-0.35379279999999996	-1.49463
OG0003172.0	OG0000359.28	OG0003986.6	OG0003572.14	OG0000280.1	OG0001456.24	OG0005352.0	OG0000785.2	OG0000318.0	OG0053986.0	OG0000121.14
-0.1934769	nan	-0.4748300999999999	-0.8295210999999999	0.4939045999999999	nan	-0.5466295999999999	nan	0.05866991	2.869959	-0.1059982
OG0000187.1	OG0005512.0	OG0003698.0	OG0003825.26	OG0001753.20	OG0008561.0	OG0001620.0	OG0000927.0	OG0001962.0	OG0044968.0	OG0000046.1
1.171144	-0.9904438	1.233455	-1.058034	0.2510887	-0.9872723	-0.3341054	nan	nan	-5.870129	nan
OG0002217.0	OG0003020.3	OG0005040.3	OG0002442.0	OG0001467.10	OG0000192.0	OG0003109.0	OG0000636.1	OG0023847.0	OG0000785.2	OG0004721.2
nan	-0.3557473	-0.3830655	-0.2968395	0.09359732	-0.1931609	-0.4742053	nan	0.2255112	nan	-0.7836289000000001
OG0003532.0	OG0004219.22	OG0002614.0	OG0000746.0	OG0000405.0	OG0000403.25	OG0001917.0	OG0046800.0	OG0000575.28	OG0007723.0	OG0014858.0
-0.4443687	-1.068352	-0.02797248	-0.7481413	nan	nan	nan	-6.013764	-1.162896	-0.6145528	1.11537
OG0000112.0	OG0000386.0	OG0000746.0	OG0011953.0	OG0000103.296	OG0045471.0	OG0000180.0	OG0004745.0	OG0003376.12	OG0001434.24	OG0001894.0
nan	nan	-0.7481413	0.07420851	0.1024681	-6.525176999999999	nan	0.44133429999999996	-0.2706935	nan	0.2696511
OG0003532.0	OG0003829.0	OG0011319.4	OG0000456.0	OG0001525.51	OG0001390.24	OG0000350.8	OG0000048.122	OG0019635.0	OG0003521.2	OG0010679.0
-0.4443687	-0.5513146	0.47031179999999995	nan	-1.092319	nan	1.0842479999999999	nan	0.16412770000000002	-0.8499459999999999	-0.9302370000000001
OG0000014.1	OG0004842.6	OG0005689.4	OG0005336.8	OG0000405.0	OG0004398.0	OG0034437.0	OG0002857.4	OG0000973.2	OG0000343.0	OG0001851.13
nan	-0.7583069	-0.3409023	-1.030162	nan	-0.1852086	0.9486829999999999	-0.5705024999999999	nan	-0.5190232	-1.214584
OG0011163.0	OG0004565.2	OG0002700.0	OG0002825.0	OG0000204.2	OG0001062.24	OG0006111.2	OG0000861.24	OG0000015.662	OG0000310.18	OG0047286.0
-0.5776033	-0.8311315999999999	-0.348391	-0.11436769999999999	nan	nan	-0.2102536	nan	0.3390003	0.8435045	0.29152059999999996
OG0000841.0	OG0005440.0	OG0003161.14	OG0001363.24	OG0000204.2	OG0022858.0	OG0006386.0	OG0003875.2	OG0008981.0	OG0000867.24	OG0000343.0
-0.13302039999999998	-0.39800640000000004	-0.49403980000000003	nan	nan	3.273955	-0.6729039000000001	-0.8671986999999999	0.01895559	nan	-0.5190232
OG0004369.0	OG0003203.2	OG0003197.4	OG0000090.24	OG0006742.1	OG0000175.4	OG0044015.0	OG0000459.0	OG0004203.0	OG0000643.24	OG0007723.0
-0.2777908	-1.016942	-0.8969995000000001	1.324674	-0.5029862	nan	3.778944	nan	0.40511759999999997	nan	-0.6145528
OG0001056.26	OG0002442.0	OG0001704.6	OG0000239.0	OG0000046.1	OG0000561.24	OG0002968.0	OG0010585.2	OG0007723.0	OG0010124.11	OG0001664.2
nan	-0.2968395	-0.18921459999999998	-1.190717	nan	nan	0.4892732	0.06556682	-0.6145528	1.409706	0.2605395
OG0022846.0	OG0004551.0	OG0000522.0	OG0009812.0	OG0000279.0	OG0005391.2	OG0001330.24	OG0000018.842	OG0000731.0	OG0002324.4	OG0003974.4
4.002224	-0.8181937	nan	-0.04744095	nan	0.1416915	nan	0.1923812	0.16546860000000002	-0.194605	-1.016208
OG0006716.34	OG0001731.4	OG0000242.29	OG0002762.6	OG0013006.4	OG0004715.0	OG0000575.28	OG0003219.0	OG0004512.2	OG0000294.0	OG0001583.18
0.2817577	0.1244483	nan	0.753436	-0.4307919	-0.20421760000000003	-1.162896	-0.9716304	-0.031321499999999995	nan	nan
OG0000112.0	OG0004101.4	OG0001731.4	OG0004695.0	OG0000425.1	OG0001135.4	OG0044873.0	OG0000130.38	OG0004647.0	OG0000992.0	OG0000121.14
nan	-0.1934365	0.1244483	-0.8158451999999999	-0.7600496	nan	2.2657220000000002	nan	-0.08819188	nan	-0.1059982
