OG0005575.28	OG0000750.0	OG0001016.1	OG0013106.2	OG0011318.4	OG0000065.1	OG0000740.26	OG0015416.2	OG0000869.2	OG0000310.18	OG0001823.24	OG0002101.0	OG0005567.0	OG0001843.5	OG0000749.2	OG0001824.24	OG0001842.34	OG0008015.25	OG0000065.40	OG0002012.0	OG0001741.1	OG0002348.56	OG0003001.0	OG0000646.28	OG0011319.4	OG0000606.2	OG0000471.2	OG0001567.1	OG0014063.4	OG0001643.24	OG0020502.0	OG0002651.6	OG0006297.0	OG0001579.36	OG0013273.0	OG0003151.14	OG0001964.1	OG0001309.24	OG0000711.2	OG0002178.2	OG0001778.24	OG0008099.0	OG0028281.0	OG0001566.2	OG0001699.1	OG0000038.0	OG0001602.32	OG0002787.0	OG0001907.32	OG0014068.0	OG0000441.96	OG0015415.0	OG0001711.10	OG0001698.26	OG0000441.1
23.0	26.0	29.0	3.0	5.0	5.0	27.0	1.0	68.0	27.0	33.0	5.0	30.0	1.0	27.0	27.0	31.0	27.0	7.0	27.0	27.0	4.0	4.0	4.0	4.0	27.0	3.0	25.0	6.0	27.0	1.0	33.0	24.0	27.0	28.0	2.0	29.0	22.0	21.0	26.0	30.0	27.0	4.0	26.0	54.0	27.0	13.0	27.0	21.0	27.0	1.0	6.0	5.0	27.0	32.0
OG0004466.4	OG0001409.1	OG0038147.0	OG0002062.0	OG0001301.24	OG0044223.0	OG0004513.4	OG0006613.0	OG0005583.0	OG0000737.40	OG0000312.86	OG0001074.2	OG0000935.24	OG0001928.13	OG0001248.1	OG0001532.0	OG0002844.1	OG0000741.0	OG0003589.0	OG0001399.24	OG0008895.6	OG0005510.30	OG0002172.0	OG0001693.0	OG0000233.202	OG0007597.0	OG0002252.0	OG0000015.1	OG0001048.24	OG0013057.0	OG0005508.0	OG0003607.0	OG0001199.24	OG0001832.1	OG0003144.0	OG0001351.24	OG0005808.1	OG0013155.6	OG0022354.0	OG0008768.2	OG0004161.32	OG0001212.24	OG0001616.106	OG0001003.24	OG0003721.2	OG0002613.0	OG0001292.1	OG0002383.22	OG0001443.24	OG0002593.5	OG0000225.48	OG0020436.0	OG0001416.0	OG0001707.6	OG0008054.0
15.0	27.0	1.0	27.0	27.0	1.0	6.0	4.0	6.0	27.0	28.0	34.0	27.0	24.0	27.0	28.0	24.0	27.0	21.0	27.0	6.0	2.0	27.0	28.0	7.0	4.0	27.0	75.0	28.0	5.0	4.0	23.0	27.0	29.0	23.0	27.0	4.0	1.0	1.0	5.0	4.0	27.0	4.0	28.0	21.0	24.0	27.0	24.0	27.0	26.0	49.0	3.0	33.0	25.0	7.0
OG0002760.9	OG0002010.0	OG0000373.0	OG0013998.0	OG0000993.25	OG0012203.4	OG0014618.0	OG0000680.1	OG0001312.1	OG0001664.2	OG0000277.0	OG0020749.0	OG0000506.0	OG0003490.0	OG0000082.1	OG0010585.2	OG0001864.0	OG0044416.0	OG0047420.0	OG0003877.0	OG0012401.2	OG0002172.0	OG0000014.240	OG0027795.0	OG0011587.0	OG0001009.24	OG0001310.24	OG0000773.0	OG0000119.0	OG0000684.0	OG0000503.62	OG0002674.20	OG0002411.1	OG0003213.0	OG0012246.0	OG0000216.50	OG0008070.0	OG0048879.0	OG0004285.1	OG0001962.0	OG0006474.4	OG0000102.0	OG0001043.2	OG0001495.2	OG0011213.2	OG0011463.0	OG0002092.0	OG0001526.26	OG0001299.24	OG0001102.24	OG0014028.0	OG0003421.0	OG0006622.0	OG0001258.24	OG0001348.24
22.0	27.0	30.0	5.0	27.0	4.0	6.0	27.0	27.0	28.0	34.0	3.0	38.0	21.0	84.0	5.0	37.0	1.0	1.0	21.0	4.0	27.0	166.0	1.0	3.0	28.0	27.0	29.0	74.0	28.0	27.0	16.0	4.0	20.0	6.0	38.0	7.0	1.0	6.0	28.0	13.0	72.0	27.0	27.0	5.0	7.0	27.0	27.0	27.0	27.0	4.0	21.0	4.0	27.0	27.0
OG0006397.6	OG0018934.1	OG0001407.24	OG0002157.0	OG0003804.0	OG0013008.8	OG0008224.0	OG0000954.24	OG0003288.0	OG0004755.2	OG0004147.24	OG0000985.26	OG0001074.2	OG0002162.0	OG0001442.1	OG0001210.24	OG0007302.0	OG0000290.0	OG0003452.0	OG0001444.1	OG0002174.0	OG0002523.0	OG0005171.24	OG0001586.3	OG0000002.585	OG0001303.26	OG0001113.24	OG0001390.24	OG0000995.5	OG0044834.0	OG0000181.164	OG0000558.24	OG0003296.0	OG0003433.0	OG0002151.0	OG0000686.0	OG0000355.0	OG0011169.0	OG0012118.4	OG0008736.0	OG0010647.6	OG0014706.0	OG0006707.0	OG0000699.1	OG0002117.0	OG0005626.0	OG0009800.2	OG0000015.773	OG0025853.0	OG0001475.4	OG0028060.0	OG0001662.7	OG0000986.24	OG0021654.0	OG0002575.0
5.0	2.0	27.0	27.0	20.0	3.0	3.0	28.0	22.0	7.0	5.0	27.0	34.0	27.0	27.0	27.0	4.0	50.0	22.0	27.0	27.0	16.0	5.0	27.0	34.0	27.0	31.0	27.0	27.0	1.0	27.0	35.0	21.0	21.0	27.0	28.0	54.0	6.0	4.0	4.0	4.0	4.0	4.0	29.0	25.0	13.0	6.0	68.0	1.0	24.0	1.0	28.0	27.0	1.0	25.0
OG0000383.2	OG0013525.0	OG0001688.16	OG0001236.24	OG0001727.2	OG0005793.1	OG0002024.0	OG0001095.25	OG0004263.1	OG0000974.2	OG0000893.3	OG0001840.4	OG0002726.0	OG0001362.22	OG0001317.1	OG0001028.24	OG0000022.208	OG0007574.0	OG0002599.0	OG0037946.0	OG0003858.0	OG0024596.0	OG0044742.0	OG0001954.0	OG0003477.0	OG0003272.0	OG0009030.0	OG0003872.0	OG0000026.2	OG0007041.0	OG0006472.8	OG0003525.5	OG0003296.0	OG0002167.0	OG0000257.0	OG0003416.4	OG0002177.28	OG0028881.0	OG0047422.0	OG0000102.0	OG0014575.0	OG0001027.24	OG0014059.0	OG0002110.0	OG0014614.0	OG0014619.0	OG0000513.32	OG0002850.24	OG0000895.1	OG0005871.0	OG0001061.24	OG0001185.1	OG0011299.4	OG0000298.0	OG0000392.72
29.0	3.0	27.0	27.0	30.0	5.0	27.0	27.0	4.0	27.0	37.0	24.0	23.0	27.0	27.0	27.0	130.0	3.0	24.0	1.0	10.0	2.0	1.0	27.0	21.0	22.0	7.0	21.0	10.0	4.0	5.0	19.0	21.0	27.0	41.0	20.0	24.0	1.0	1.0	72.0	6.0	27.0	4.0	27.0	4.0	4.0	31.0	21.0	27.0	13.0	27.0	27.0	4.0	37.0	30.0
OG0002028.0	OG0002270.30	OG0029557.0	OG0000666.0	OG0002498.2	OG0014052.4	OG0002799.0	OG0001172.24	OG0006027.0	OG0004909.0	OG0000048.122	OG0002646.6	OG0001203.24	OG0009150.5	OG0000784.0	OG0004869.12	OG0000000.169	OG0000976.24	OG0000600.26	OG0011885.0	OG0001695.22	OG0001143.26	OG0004537.8	OG0001848.0	OG0000975.0	OG0001508.1	OG0002056.0	OG0003457.0	OG0003159.77	OG0001766.6	OG0002104.0	OG0002272.22	OG0003811.0	OG0003598.0	OG0001993.0	OG0007837.4	OG0006250.0	OG0025749.0	OG0009113.4	OG0000797.20	OG0014490.0	OG0000404.58	OG0002236.0	OG0002321.0	OG0004399.0	OG0014027.3	OG0001078.24	OG0041555.0	OG0012925.0	OG0002940.48	OG0000359.28	OG0003630.6	OG0001369.26	OG0003423.0	OG0002403.0
27.0	26.0	1.0	30.0	18.0	4.0	20.0	27.0	6.0	6.0	40.0	23.0	27.0	2.0	33.0	6.0	28.0	28.0	28.0	3.0	24.0	27.0	5.0	27.0	31.0	27.0	27.0	21.0	1.0	28.0	27.0	25.0	21.0	24.0	27.0	6.0	4.0	1.0	6.0	29.0	4.0	33.0	27.0	27.0	8.0	4.0	27.0	1.0	3.0	7.0	47.0	14.0	27.0	21.0	26.0
OG0002687.0	OG0012703.2	OG0001788.24	OG0003806.0	OG0012127.2	OG0000395.1	OG0001278.2	OG0003409.0	OG0000779.1	OG0010602.0	OG0000974.2	OG0002217.0	OG0001632.11	OG0025935.0	OG0006100.1	OG0000759.38	OG0015925.8	OG0003452.0	OG0001637.1	OG0003020.3	OG0000015.1	OG0002112.8	OG0000074.1	OG0000421.80	OG0001629.5	OG0005550.0	OG0001135.4	OG0001113.24	OG0000577.54	OG0001871.4	OG0002718.4	OG0006536.0	OG0014161.9	OG0000257.0	OG0022278.0	OG0000973.2	OG0001726.29	OG0000955.28	OG0008759.0	OG0008097.4	OG0002200.4	OG0011944.4	OG0001594.1	OG0000369.1	OG0001501.1	OG0043515.0	OG0001162.22	OG0004648.0	OG0045683.0	OG0002121.0	OG0000292.93	OG0012124.4	OG0003814.0	OG0002146.0	OG0001568.0
24.0	6.0	22.0	21.0	4.0	4.0	27.0	21.0	31.0	6.0	27.0	27.0	29.0	2.0	10.0	27.0	1.0	22.0	27.0	16.0	75.0	26.0	29.0	27.0	32.0	6.0	33.0	31.0	27.0	28.0	22.0	4.0	1.0	41.0	3.0	27.0	23.0	27.0	5.0	5.0	9.0	4.0	27.0	27.0	27.0	1.0	28.0	9.0	1.0	27.0	28.0	3.0	21.0	27.0	17.0
OG0001300.1	OG0002687.0	OG0003437.2	OG0001244.24	OG0011301.4	OG0000888.24	OG0002735.0	OG0010596.0	OG0000059.59	OG0007578.1	OG0004282.0	OG0009007.0	OG0000323.172	OG0004273.1	OG0018041.0	OG0000077.0	OG0001430.24	OG0003071.0	OG0002162.0	OG0001182.24	OG0002034.0	OG0057206.0	OG0000045.0	OG0003461.0	OG0001073.24	OG0000075.0	OG0014628.0	OG0012888.0	OG0002059.0	OG0022958.0	OG0001485.24	OG0010155.0	OG0003811.0	OG0002247.8	OG0000778.0	OG0001852.22	OG0000100.336	OG0001933.0	OG0000286.32	OG0002621.3	OG0000505.0	OG0012139.2	OG0001189.24	OG0000927.0	OG0001495.2	OG0026570.0	OG0000225.48	OG0000620.56	OG0015615.0	OG0002119.0	OG0001492.24	OG0007785.0	OG0000107.318	OG0000978.1	OG0002235.0
27.0	24.0	21.0	27.0	4.0	28.0	24.0	5.0	14.0	1.0	5.0	6.0	5.0	4.0	2.0	67.0	27.0	26.0	27.0	27.0	27.0	1.0	116.0	21.0	28.0	68.0	3.0	5.0	27.0	1.0	27.0	4.0	21.0	30.0	38.0	28.0	8.0	27.0	42.0	23.0	34.0	4.0	27.0	36.0	27.0	1.0	49.0	27.0	3.0	27.0	27.0	7.0	6.0	27.0	24.0
OG0006319.0	OG0000173.0	OG0013889.2	OG0000846.25	OG0000042.23	OG0034837.0	OG0000555.0	OG0000203.0	OG0007617.0	OG0008453.0	OG0001173.24	OG0008211.10	OG0003071.0	OG0000690.0	OG0006621.0	OG0001811.2	OG0006685.0	OG0000501.150	OG0002180.24	OG0001542.3	OG0001265.24	OG0047262.0	OG0002541.2	OG0012766.4	OG0001387.26	OG0001146.1	OG0008171.0	OG0003785.0	OG0000039.0	OG0011417.2	OG0002378.1	OG0003482.0	OG0002296.2	OG0000892.1	OG0007943.0	OG0001592.24	OG0002085.0	OG0001055.24	OG0000007.976	OG0001960.2	OG0057248.0	OG0003674.0	OG0000377.2	OG0002555.0	OG0000367.131	OG0012887.2	OG0001443.24	OG0001138.24	OG0004281.12	OG0001998.0	OG0001416.0	OG0001658.27	OG0001892.0	OG0022025.0	OG0000978.1
4.0	52.0	3.0	27.0	29.0	1.0	35.0	31.0	4.0	6.0	27.0	5.0	26.0	32.0	4.0	27.0	4.0	5.0	23.0	28.0	27.0	1.0	23.0	6.0	27.0	27.0	7.0	20.0	114.0	6.0	27.0	21.0	16.0	31.0	4.0	27.0	27.0	27.0	111.0	27.0	1.0	21.0	27.0	15.0	2.0	4.0	27.0	27.0	3.0	27.0	33.0	24.0	29.0	1.0	27.0
OG0010166.2	OG0002869.0	OG0025588.0	OG0000126.1	OG0005615.0	OG0011976.0	OG0034392.0	OG0002415.1	OG0002799.0	OG0006021.0	OG0000648.41	OG0000585.30	OG0005780.0	OG0003878.0	OG0010643.0	OG0002162.0	OG0001328.24	OG0014206.6	OG0000045.0	OG0001046.24	OG0000498.0	OG0002116.0	OG0016143.0	OG0001218.24	OG0000596.172	OG0003457.0	OG0004861.3	OG0007776.4	OG0002289.0	OG0001635.0	OG0044419.0	OG0001242.28	OG0008147.2	OG0016975.0	OG0000212.0	OG0005376.10	OG0000524.1	OG0001550.0	OG0044337.0	OG0000543.45	OG0003613.0	OG0003767.0	OG0001459.24	OG0001163.24	OG0000637.34	OG0001159.0	OG0001078.24	OG0001162.22	OG0000513.32	OG0012234.0	OG0001830.6	OG0004641.0	OG0001604.2	OG0000014.1	OG0000530.5
5.0	13.0	1.0	56.0	14.0	4.0	1.0	23.0	20.0	5.0	30.0	30.0	6.0	21.0	5.0	27.0	27.0	3.0	116.0	27.0	38.0	27.0	4.0	27.0	2.0	21.0	8.0	8.0	26.0	31.0	1.0	27.0	4.0	3.0	45.0	4.0	31.0	30.0	1.0	27.0	21.0	21.0	27.0	27.0	30.0	27.0	27.0	28.0	31.0	6.0	28.0	4.0	24.0	40.0	31.0
OG0001045.24	OG0001128.24	OG0002062.0	OG0003426.0	OG0005431.0	OG0001839.6	OG0007428.0	OG0027030.0	OG0001170.24	OG0000697.0	OG0034277.0	OG0001418.30	OG0021462.0	OG0002127.0	OG0003488.0	OG0006291.0	OG0000467.0	OG0001238.24	OG0000138.41	OG0002252.0	OG0003700.0	OG0000980.1	OG0006500.0	OG0046585.0	OG0003598.0	OG0003872.0	OG0017937.0	OG0044458.0	OG0000306.0	OG0003559.24	OG0007837.4	OG0004798.0	OG0003778.0	OG0010718.3	OG0001613.24	OG0002778.0	OG0003299.0	OG0002044.0	OG0007052.0	OG0014069.0	OG0000391.20	OG0001395.1	OG0000461.0	OG0001138.24	OG0001398.24	OG0002146.0	OG0000127.0	OG0000942.24	OG0017144.2	OG0011290.2	OG0001470.0	OG0013059.0	OG0000197.0	OG0002081.0	OG0001457.24
28.0	27.0	27.0	21.0	13.0	6.0	4.0	1.0	27.0	32.0	1.0	27.0	3.0	27.0	21.0	5.0	33.0	27.0	27.0	27.0	20.0	27.0	4.0	1.0	24.0	21.0	4.0	1.0	46.0	7.0	6.0	7.0	20.0	6.0	24.0	26.0	21.0	27.0	4.0	3.0	46.0	27.0	33.0	27.0	27.0	27.0	62.0	29.0	2.0	4.0	26.0	5.0	61.0	27.0	27.0
OG0005762.0	OG0057353.0	OG0022858.0	OG0007421.14	OG0000395.1	OG0011342.2	OG0000839.10	OG0002594.0	OG0000954.24	OG0003127.0	OG0034995.0	OG0001195.12	OG0001418.30	OG0003461.0	OG0008922.22	OG0001229.1	OG0000716.2	OG0001260.24	OG0001913.2	OG0001383.24	OG0012056.0	OG0003847.24	OG0001076.24	OG0010721.0	OG0007776.4	OG0000196.0	OG0006324.0	OG0001144.24	OG0000415.0	OG0000892.1	OG0001167.24	OG0003088.0	OG0001087.24	OG0012769.0	OG0006411.2	OG0000660.14	OG0003143.0	OG0002319.0	OG0001189.24	OG0000504.24	OG0000574.1	OG0000806.27	OG0001120.26	OG0001027.24	OG0003547.0	OG0012499.4	OG0001226.24	OG0000809.2	OG0000425.53	OG0001012.4	OG0012903.2	OG0008664.0	OG0003421.0	OG0002828.24	OG0047376.0
4.0	1.0	1.0	5.0	4.0	5.0	28.0	24.0	28.0	22.0	1.0	22.0	27.0	21.0	2.0	27.0	32.0	27.0	27.0	27.0	4.0	7.0	28.0	6.0	8.0	46.0	5.0	27.0	37.0	31.0	27.0	22.0	27.0	7.0	14.0	32.0	21.0	27.0	27.0	31.0	13.0	28.0	27.0	27.0	7.0	3.0	27.0	27.0	27.0	28.0	5.0	4.0	21.0	20.0	1.0
OG0002760.9	OG0000363.43	OG0013640.0	OG0001128.24	OG0002053.0	OG0049041.0	OG0009305.0	OG0002800.10	OG0000273.0	OG0034695.0	OG0000204.2	OG0005663.12	OG0004668.0	OG0009985.2	OG0010845.0	OG0000171.0	OG0001463.24	OG0002126.0	OG0001735.3	OG0000667.13	OG0002094.0	OG0002437.4	OG0004989.0	OG0000334.9	OG0000276.63	OG0001289.1	OG0053940.0	OG0002080.0	OG0026586.0	OG0000546.2	OG0014272.4	OG0001988.0	OG0003299.0	OG0002033.0	OG0001290.24	OG0001539.22	OG0000032.86	OG0003430.0	OG0017853.0	OG0001202.24	OG0016019.0	OG0005077.4	OG0000460.47	OG0002545.0	OG0001169.24	OG0004774.1	OG0003810.0	OG0009014.0	OG0005328.10	OG0000751.0	OG0003647.3	OG0001341.18	OG0000986.24	OG0001428.1	OG0000641.120
22.0	31.0	6.0	27.0	27.0	1.0	5.0	22.0	36.0	1.0	45.0	13.0	6.0	7.0	3.0	51.0	27.0	27.0	27.0	27.0	27.0	30.0	5.0	58.0	3.0	27.0	1.0	27.0	1.0	45.0	4.0	27.0	21.0	27.0	27.0	27.0	29.0	21.0	4.0	27.0	2.0	14.0	27.0	24.0	27.0	5.0	21.0	4.0	4.0	38.0	6.0	28.0	27.0	27.0	5.0
OG0000910.22	OG0002068.0	OG0001660.2	OG0011933.0	OG0001519.24	OG0000985.26	OG0000765.3	OG0011978.0	OG0002003.1	OG0000691.0	OG0019634.0	OG0002350.22	OG0000017.3	OG0000636.1	OG0006899.0	OG0003497.0	OG0003279.0	OG0000467.0	OG0048158.0	OG0002128.0	OG0014674.4	OG0001996.0	OG0006539.0	OG0012256.0	OG0001232.24	OG0003811.0	OG0000018.289	OG0005582.1	OG0001852.22	OG0000684.0	OG0004154.1	OG0000482.64	OG0001490.28	OG0043705.0	OG0001999.0	OG0010516.11	OG0002052.0	OG0000861.24	OG0001285.1	OG0001008.28	OG0011586.0	OG0006247.0	OG0013624.7	OG0011310.2	OG0001266.28	OG0016267.2	OG0001353.24	OG0001658.27	OG0011163.0	OG0010617.4	OG0000268.1	OG0001268.24	OG0001694.12	OG0004617.12	OG0003487.2
28.0	27.0	31.0	6.0	27.0	27.0	27.0	6.0	27.0	36.0	1.0	29.0	210.0	32.0	5.0	21.0	22.0	33.0	1.0	27.0	3.0	27.0	4.0	6.0	27.0	21.0	104.0	5.0	28.0	28.0	4.0	28.0	25.0	1.0	27.0	3.0	27.0	30.0	27.0	27.0	7.0	4.0	2.0	4.0	27.0	1.0	27.0	24.0	5.0	5.0	27.0	27.0	27.0	13.0	15.0
OG0001127.28	OG0006496.0	OG0000824.24	OG0003147.0	OG0001239.26	OG0038118.0	OG0006583.0	OG0003861.1	OG0000724.26	OG0002000.0	OG0002150.0	OG0001966.24	OG0001044.24	OG0001053.24	OG0001884.0	OG0003756.0	OG0003766.0	OG0010059.2	OG0000758.2	OG0001463.24	OG0001943.0	OG0000011.866	OG0000918.1	OG0001117.34	OG0002536.0	OG0013815.1	OG0000435.0	OG0011698.4	OG0005081.18	OG0000919.32	OG0012130.2	OG0001135.4	OG0056849.0	OG0000212.0	OG0000995.5	OG0013962.0	OG0002046.1	OG0000537.8	OG0000112.0	OG0001397.24	OG0001355.24	OG0003768.0	OG0010536.6	OG0000026.628	OG0046655.0	OG0006741.4	OG0002658.16	OG0006683.0	OG0000170.0	OG0007506.1	OG0005871.0	OG0008932.0	OG0000726.25	OG0003814.0	OG0011390.4
27.0	4.0	28.0	22.0	27.0	1.0	4.0	3.0	30.0	27.0	27.0	33.0	28.0	27.0	27.0	9.0	21.0	3.0	32.0	27.0	27.0	122.0	27.0	24.0	16.0	1.0	43.0	2.0	7.0	27.0	4.0	33.0	1.0	45.0	27.0	5.0	26.0	29.0	51.0	27.0	27.0	21.0	4.0	27.0	1.0	4.0	21.0	4.0	62.0	7.0	13.0	6.0	29.0	21.0	6.0
